"Código","Escala_Cog.","Escala_Mot.","Escala_Dis.","Edad_Mes","Región","Área","Modalidad","Departamento","Quintil","Inst_Mat.","Inst_Pat.","Inst_Pre_N3"
2356,71,26,23,75,"Costa","Urbana","Jardín","Piura","3","Secundaria completo","Secundaria completo","No"
771,93,19,22,74,"Selva","Urbana","Jardín","Loreto","3","Superior técnico incompleto","Superior universitario completo","No"
264,101,26,29,75,"Costa","Rural","Jardín","Piura","3","Secundaria completo","Secundaria completo","No"
826,80,26,21,73,"Sierra","Urbana","Jardín","Cusco","5","Superior técnico incompleto","Secundaria completo","No"
954,86,27,30,75,"Costa","Urbana","Jardín","Piura","4","Secundaria incompleto","Secundaria completo","No"
784,82,23,24,74,"Selva","Urbana","Jardín","Loreto","3","Secundaria incompleto","Secundaria incompleto","No"
1117,65,17,21,73,"Sierra","Urbana","Cuna-Jardín","Cusco","2","Superior técnico completo","Superior técnico completo","No"
1135,151,33,35,73,"Selva","Rural","Jardín","Cusco","3","Secundaria incompleto","Secundaria incompleto","Sí"
2010,74,25,20,73,"Selva","Rural","Jardín","Loreto","1","Primaria completo","Primaria completo","No"
2337,101,34,27,74,"Costa","Urbana","Jardín","Piura","3","Secundaria completo","Secundaria completo","No"
289,72,24,27,73,"Selva","Rural","Jardín","Cusco","4","Secundaria completo","Secundaria completo","No"
32,116,27,28,73,"Sierra","Urbana","Jardín","Cusco","5","Superior universitario completo","Superior universitario completo","No"
704,141,33,32,73,"Selva","Urbana","Jardín","Loreto","4","Secundaria completo","Secundaria completo","No"
1867,106,34,29,74,"Costa","Urbana","Cuna-Jardín","Piura","4","Secundaria completo","Secundaria completo","NS/NR"
1309,124,29,33,73,"Selva","Urbana","Jardín","Loreto","4","Primaria completo","Primaria completo","No"
214,88,26,23,74,"Costa","Urbana","Jardín","Piura","5","Superior universitario completo","Secundaria incompleto","No"
1313,61,20,29,74,"Selva","Urbana","Jardín","Loreto","4","Superior técnico incompleto","Superior técnico incompleto","No"
772,95,23,24,73,"Selva","Urbana","Jardín","Loreto","3","Superior técnico incompleto","Superior técnico completo","No"
1185,92,29,25,61,"Selva","Rural","Jardín","Loreto","5","Superior técnico incompleto","Superior técnico incompleto","No"
1531,121,35,23,73,"Selva","Urbana","Jardín","Loreto","4","Superior técnico completo","Secundaria completo","No"
927,92,19,24,73,"Sierra","Urbana","Jardín","Cusco","5","Superior universitario completo","Superior técnico completo","No"
1138,124,33,29,73,"Selva","Rural","Jardín","Cusco","3","Primaria incompleto","Secundaria incompleto","Sí"
2512,144,33,24,74,"Costa","Urbana","Jardín","Piura","1","Secundaria completo","Secundaria completo","No"
1018,55,18,20,73,"Sierra","Urbana","Jardín","Cusco","5","Superior técnico completo","Posgrado (maestría, doctorado)","NS/NR"
960,102,31,28,74,"Costa","Urbana","Jardín","Piura","4","Secundaria incompleto","Secundaria incompleto","No"
226,74,23,22,74,"Costa","Urbana","Jardín","Piura","5","Superior universitario incompleto","Superior universitario completo","No"
2563,63,20,19,74,"Costa","Urbana","Cuna-Jardín","Piura","4","Secundaria incompleto","Secundaria incompleto","No"
571,92,27,23,73,"Sierra","Rural","Jardín","Cusco","3","Superior universitario completo","Secundaria completo","Sí"
3406,78,29,17,76,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","NS/NR"
2514,108,30,24,74,"Costa","Urbana","Jardín","Piura","1","Primaria incompleto","Primaria incompleto","No"
228,79,21,20,74,"Costa","Urbana","Jardín","Piura","5","Secundaria incompleto","Superior universitario completo","No"
3468,95,24,26,76,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Superior técnico completo","NS/NR"
836,83,31,23,73,"Sierra","Urbana","Jardín","Cusco","5","Ninguno","Ninguno","NS/NR"
1139,51,28,21,72,"Selva","Rural","Jardín","Cusco","3","Primaria incompleto","Primaria incompleto","Sí"
936,83,22,24,72,"Sierra","Urbana","Jardín","Cusco","5","Secundaria completo","Secundaria completo","No"
567,87,25,27,73,"Sierra","Rural","Jardín","Cusco","3","Superior universitario completo","Superior técnico incompleto","Sí"
989,96,30,29,74,"Costa","Urbana","Jardín","Piura","4","Secundaria incompleto","Superior técnico completo","No"
2554,117,30,28,75,"Costa","Urbana","Cuna-Jardín","Piura","4","Secundaria completo","Secundaria completo","No"
2562,136,34,33,74,"Costa","Urbana","Cuna-Jardín","Piura","4","Secundaria completo","Secundaria completo","No"
92,147,36,30,73,"Sierra","Urbana","Jardín","Cusco","5","Superior universitario completo","Superior universitario completo","Sí"
1850,143,36,28,73,"Selva","Urbana","Jardín","Loreto","3","Secundaria incompleto","Secundaria completo","Sí"
1382,84,23,21,72,"Selva","Urbana","Jardín","Cusco","3","Superior técnico incompleto","Superior técnico incompleto","NS/NR"
3274,108,32,23,76,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","NS/NR"
2253,109,31,35,74,"Costa","Urbana","Jardín","Piura","5","Superior universitario incompleto","Superior universitario incompleto","No"
281,78,25,24,74,"Costa","Urbana","Jardín","Piura","3","Secundaria completo","Secundaria completo","NS/NR"
2414,122,35,33,74,"Costa","Urbana","Jardín","Piura","3","Ninguno","Ninguno","No"
257,119,26,30,74,"Costa","Rural","Jardín","Piura","3","Primaria completo","Primaria completo","No"
2372,126,34,35,74,"Costa","Urbana","Jardín","Piura","5","Superior técnico completo","Superior universitario completo","No"
363,78,18,19,72,"Selva","Rural","Jardín","Cusco","4","Secundaria completo","Secundaria completo","Sí"
3150,86,35,31,76,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","NS/NR"
983,69,25,23,74,"Costa","Rural","Jardín","Piura","4","Primaria incompleto","Secundaria incompleto","No"
2268,99,31,29,74,"Costa","Urbana","Jardín","Piura","5","Secundaria completo","Secundaria completo","No"
982,72,26,24,74,"Costa","Rural","Jardín","Piura","4","Primaria completo","Secundaria incompleto","No"
2339,150,36,30,74,"Costa","Urbana","Jardín","Piura","3","Secundaria completo","Secundaria completo","No"
2526,71,27,23,75,"Sierra","Rural","Jardín","Piura","1","Secundaria incompleto","Primaria incompleto","NS/NR"
721,115,33,28,73,"Selva","Urbana","Jardín","Loreto","4","Secundaria completo","Secundaria completo","NS/NR"
2605,105,21,31,74,"Costa","Urbana","Cuna-Jardín","Piura","4","Superior técnico completo","Secundaria completo","No"
3428,93,24,21,76,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","NS/NR"
1351,72,17,19,72,"Selva","Urbana","Jardín","Cusco","3","Secundaria completo","Secundaria completo","NS/NR"
3359,123,27,25,76,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","No"
2267,110,31,30,74,"Costa","Urbana","Jardín","Piura","5","Secundaria completo","Secundaria completo","No"
2254,122,36,36,74,"Costa","Urbana","Jardín","Piura","5","Superior universitario completo","Superior universitario completo","No"
1015,101,26,30,72,"Sierra","Urbana","Jardín","Cusco","5","Superior universitario incompleto","Superior técnico completo","NS/NR"
705,128,32,32,73,"Selva","Urbana","Jardín","Loreto","4","Secundaria completo","Secundaria completo","No"
1306,108,29,33,73,"Selva","Urbana","Jardín","Loreto","4","Secundaria incompleto","Secundaria completo","No"
1350,97,26,27,72,"Selva","Urbana","Jardín","Cusco","3","Secundaria incompleto","Secundaria completo","NS/NR"
820,114,32,24,72,"Sierra","Urbana","Jardín","Cusco","5","Superior técnico completo","Secundaria completo","No"
2596,63,29,18,74,"Costa","Urbana","Cuna-Jardín","Piura","4","Secundaria completo","Secundaria completo","No"
14,113,24,27,74,"Sierra","Urbana","Jardín","Piura","1","Secundaria completo","Secundaria completo","No"
1030,92,24,23,72,"Sierra","Urbana","Jardín","Cusco","5","Superior técnico completo","Superior universitario incompleto","NS/NR"
921,114,25,25,73,"Sierra","Urbana","Jardín","Cusco","5","Superior técnico incompleto","Superior técnico completo","No"
3259,136,35,28,76,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","No"
1184,69,22,20,73,"Selva","Rural","Jardín","Loreto","5","Primaria completo","Primaria completo","No"
2399,110,32,32,74,"Costa","Urbana","Jardín","Piura","3","Secundaria completo","Secundaria completo","No"
1310,79,29,32,73,"Selva","Urbana","Jardín","Loreto","4","Secundaria completo","Secundaria completo","Sí"
1960,112,33,29,73,"Selva","Rural","Jardín","Loreto","3","Primaria completo","Primaria incompleto","No"
1806,118,28,25,72,"Selva","Rural","Jardín","Cusco","3","Primaria incompleto","Primaria incompleto","No"
1856,115,31,26,73,"Selva","Urbana","Jardín","Loreto","3","Primaria completo","Primaria completo","Sí"
3163,112,34,32,76,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","NS/NR"
3013,140,36,32,76,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","NS/NR"
626,72,20,23,74,"Costa","Urbana","Jardín","Piura","3","Secundaria completo","Secundaria completo","NS/NR"
2518,109,30,21,74,"Costa","Urbana","Jardín","Piura","1","Secundaria completo","Secundaria incompleto","No"
1476,81,28,26,73,"Selva","Urbana","Jardín","Loreto","4","Secundaria completo","Secundaria incompleto","No"
3184,86,30,26,75,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","No"
1371,123,33,31,74,"Costa","Urbana","Jardín","Piura","3","Secundaria completo","Secundaria completo","No"
3437,109,32,25,75,"Costa","Urbana","Jardín","Lima Met.","4","Superior técnico completo","Superior técnico completo","NS/NR"
1179,87,18,23,73,"Selva","Rural","Jardín","Loreto","5","Secundaria completo","Secundaria completo","Sí"
1038,79,22,28,74,"Costa","Urbana","Jardín","Piura","4","Secundaria incompleto","Secundaria incompleto","No"
2377,121,32,34,74,"Costa","Urbana","Jardín","Piura","5","Superior técnico incompleto","Superior técnico incompleto","No"
3133,112,35,30,75,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","NS/NR"
3167,78,32,21,76,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria incompleto","NS/NR"
831,94,26,21,72,"Sierra","Urbana","Jardín","Cusco","5","Superior técnico completo","Superior técnico completo","Sí"
391,96,22,23,74,"Costa","Urbana","Jardín","Piura","3","Secundaria completo","Secundaria completo","NS/NR"
1359,112,32,30,74,"Costa","Urbana","Jardín","Piura","3","Secundaria completo","Secundaria completo","No"
2391,133,33,32,74,"Costa","Urbana","Jardín","Piura","3","Primaria completo","Primaria completo","No"
1220,72,30,21,72,"Sierra","Rural","Jardín","Cusco","2","Primaria incompleto","Primaria incompleto","Sí"
1365,94,29,29,74,"Costa","Urbana","Jardín","Piura","3","Secundaria completo","Secundaria completo","No"
2259,81,24,24,73,"Costa","Urbana","Jardín","Piura","5","Primaria completo","Primaria completo","No"
576,76,21,23,72,"Sierra","Rural","Jardín","Cusco","3","Secundaria completo","Secundaria completo","Sí"
2358,118,32,35,74,"Costa","Urbana","Jardín","Piura","5","Superior técnico completo","Superior técnico completo","No"
997,63,22,17,71,"Sierra","Rural","Jardín","Cusco","2","Primaria incompleto","Secundaria incompleto","NS/NR"
1789,111,27,27,73,"Selva","Rural","Jardín","Loreto","5","Secundaria completo","Superior técnico completo","No"
1021,79,25,23,72,"Sierra","Urbana","Jardín","Cusco","5","Superior técnico completo","Superior universitario completo","NS/NR"
1086,98,35,21,73,"Sierra","Urbana","Jardín","Piura","1","Secundaria completo","Secundaria completo","No"
1480,87,28,26,74,"Selva","Urbana","Jardín","Loreto","4","Secundaria incompleto","Secundaria completo","No"
1750,131,36,31,73,"Costa","Urbana","Cuna-Jardín","Piura","4","Secundaria completo","Secundaria completo","NS/NR"
2602,98,31,24,74,"Costa","Urbana","Cuna-Jardín","Piura","4","Posgrado (maestría, doctorado)","Secundaria incompleto","No"
1854,122,30,29,73,"Selva","Urbana","Jardín","Loreto","3","Secundaria completo","Secundaria completo","Sí"
2413,102,31,28,73,"Costa","Urbana","Jardín","Piura","3","Secundaria completo","Primaria completo","No"
834,105,32,26,72,"Sierra","Urbana","Jardín","Cusco","5","Secundaria completo","Secundaria completo","No"
1013,95,30,28,72,"Sierra","Urbana","Jardín","Cusco","5","Superior técnico completo","Superior universitario incompleto","Sí"
1866,133,36,31,73,"Costa","Urbana","Cuna-Jardín","Piura","4","Secundaria completo","Primaria completo","NS/NR"
1782,93,32,26,72,"Selva","Rural","Jardín","Loreto","5","Secundaria completo","Secundaria completo","Sí"
1300,148,35,33,71,"Selva","Urbana","Jardín","Loreto","4","Secundaria completo","Secundaria completo","NS/NR"
3285,108,30,22,75,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","NS/NR"
2371,110,32,35,74,"Costa","Urbana","Jardín","Piura","5","Superior universitario incompleto","Superior universitario incompleto","No"
814,107,32,25,72,"Sierra","Urbana","Jardín","Cusco","5","Secundaria completo","Secundaria completo","Sí"
1033,84,25,23,72,"Sierra","Urbana","Jardín","Cusco","5","Superior universitario completo","Superior universitario completo","NS/NR"
222,98,28,30,73,"Costa","Urbana","Jardín","Piura","5","Superior universitario completo","Superior universitario completo","NS/NR"
573,108,28,25,72,"Sierra","Rural","Jardín","Cusco","3","Secundaria incompleto","Secundaria incompleto","Sí"
1875,153,36,31,74,"Costa","Urbana","Cuna-Jardín","Piura","4","Superior técnico completo","Superior universitario completo","NS/NR"
1043,100,28,30,74,"Costa","Urbana","Jardín","Piura","4","Secundaria completo","Secundaria completo","No"
2609,40,26,11,73,"Costa","Urbana","Cuna-Jardín","Piura","4","Secundaria completo","Secundaria completo","No"
3254,91,27,22,68,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","No"
2266,127,36,35,73,"Costa","Urbana","Jardín","Piura","5","Superior universitario completo","Superior universitario completo","No"
3311,99,22,23,75,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","NS/NR"
2249,104,31,32,73,"Costa","Urbana","Jardín","Piura","5","Secundaria completo","Secundaria completo","No"
1848,147,36,30,72,"Selva","Urbana","Jardín","Loreto","3","Primaria completo","Secundaria completo","No"
3342,155,36,35,75,"Costa","Urbana","Jardín","Lima Met.","4","Superior universitario completo","Secundaria completo","NS/NR"
1885,116,34,27,73,"Costa","Urbana","Cuna-Jardín","Piura","4","Primaria completo","Primaria completo","NS/NR"
2397,146,35,30,73,"Costa","Urbana","Jardín","Piura","3","Secundaria completo","Secundaria completo","No"
2116,58,23,24,72,"Selva","Rural","Jardín","Loreto","1","Secundaria incompleto","Secundaria incompleto","No"
1483,86,28,26,72,"Selva","Urbana","Jardín","Loreto","4","Superior universitario completo","Superior universitario completo","No"
3110,91,31,21,75,"Costa","Urbana","Jardín","Lima Met.","4","Ninguno","Ninguno","NS/NR"
229,100,30,31,73,"Costa","Urbana","Jardín","Piura","5","Superior universitario completo","Secundaria completo","No"
266,65,20,22,73,"Costa","Rural","Jardín","Piura","3","Secundaria completo","Secundaria completo","No"
91,86,29,22,71,"Sierra","Urbana","Jardín","Cusco","5","Secundaria completo","Secundaria completo","No"
223,106,28,31,73,"Costa","Urbana","Jardín","Piura","5","Superior técnico completo","Superior técnico completo","No"
66,103,26,25,71,"Sierra","Urbana","Jardín","Cusco","5","Superior técnico completo","Superior técnico completo","No"
1751,106,35,29,73,"Costa","Urbana","Cuna-Jardín","Piura","4","Secundaria completo","Secundaria completo","NS/NR"
3101,114,30,29,76,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Superior técnico completo","No"
263,70,20,27,73,"Costa","Rural","Jardín","Piura","3","Secundaria incompleto","Superior técnico incompleto","No"
236,68,20,24,73,"Costa","Urbana","Jardín","Piura","5","Superior técnico incompleto","Secundaria completo","No"
3449,99,27,16,75,"Costa","Urbana","Jardín","Lima Met.","4","Superior técnico completo","Secundaria completo","NS/NR"
267,108,28,31,74,"Costa","Rural","Jardín","Piura","3","Secundaria completo","Secundaria incompleto","No"
396,67,24,22,73,"Costa","Urbana","Jardín","Piura","3","Secundaria completo","Secundaria completo","NS/NR"
2381,118,31,35,73,"Costa","Urbana","Jardín","Piura","5","Superior técnico incompleto","Superior técnico completo","No"
3280,102,32,22,75,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","NS/NR"
774,85,28,26,72,"Selva","Urbana","Jardín","Loreto","3","Secundaria completo","Secundaria completo","No"
3138,82,35,25,75,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","NS/NR"
1022,83,25,23,71,"Sierra","Urbana","Jardín","Cusco","5","Superior técnico incompleto","Superior técnico incompleto","NS/NR"
1781,82,29,22,72,"Selva","Rural","Jardín","Loreto","5","Secundaria incompleto","Secundaria completo","No"
3339,156,36,33,74,"Costa","Urbana","Jardín","Lima Met.","4","Superior técnico completo","Superior técnico completo","No"
3224,85,26,22,75,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","No"
3192,112,31,26,69,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria incompleto","Secundaria incompleto","No"
2595,104,30,29,73,"Costa","Urbana","Cuna-Jardín","Piura","4","Secundaria completo","Secundaria completo","No"
2146,83,26,23,71,"Sierra","Rural","Jardín","Cusco","2","Secundaria completo","Secundaria completo","Sí"
269,105,29,30,73,"Costa","Rural","Jardín","Piura","3","Secundaria completo","Secundaria completo","Sí"
2343,71,33,29,73,"Costa","Urbana","Jardín","Piura","3","Secundaria completo","Superior técnico completo","No"
3361,116,31,27,76,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria incompleto","Secundaria incompleto","NS/NR"
1246,111,29,31,72,"Selva","Rural","Jardín","Loreto","4","Primaria completo","Primaria completo","Sí"
3288,140,33,27,76,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","NS/NR"
357,80,23,19,72,"Selva","Rural","Jardín","Cusco","4","Secundaria completo","Superior técnico completo","Sí"
3301,67,16,23,74,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria incompleto","No"
827,93,30,24,71,"Sierra","Urbana","Jardín","Cusco","5","Superior técnico completo","Superior técnico completo","No"
1249,125,34,34,72,"Selva","Rural","Jardín","Loreto","4","Primaria completo","Secundaria completo","Sí"
1450,69,23,18,71,"Selva","Urbana","Jardín","Cusco","3","Secundaria incompleto","Secundaria completo","No"
297,65,24,24,71,"Selva","Rural","Jardín","Cusco","4","Superior técnico incompleto","Secundaria completo","No"
3015,99,31,25,68,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","No"
268,110,28,31,72,"Costa","Rural","Jardín","Piura","3","Secundaria completo","Secundaria completo","No"
94,142,33,26,71,"Sierra","Urbana","Jardín","Cusco","5","Superior universitario completo","Superior universitario completo","Sí"
1248,128,34,27,72,"Selva","Rural","Jardín","Loreto","4","Primaria completo","Superior técnico completo","Sí"
1879,110,34,27,73,"Costa","Urbana","Cuna-Jardín","Piura","4","Superior universitario completo","Superior técnico completo","NS/NR"
1314,142,35,34,72,"Selva","Urbana","Jardín","Loreto","4","Superior universitario completo","Superior universitario completo","Sí"
2393,128,31,32,72,"Costa","Urbana","Jardín","Piura","3","Secundaria completo","Secundaria completo","No"
569,68,22,20,71,"Sierra","Rural","Jardín","Cusco","3","Primaria incompleto","Primaria incompleto","Sí"
3338,156,36,29,74,"Costa","Urbana","Jardín","Lima Met.","4","Superior técnico completo","Secundaria completo","No"
3373,88,29,21,75,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","NS/NR"
3239,155,36,34,74,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","No"
2395,118,35,30,72,"Costa","Urbana","Jardín","Piura","3","Secundaria completo","Secundaria completo","NS/NR"
643,67,24,25,73,"Costa","Urbana","Jardín","Piura","3","Secundaria completo","Secundaria completo","NS/NR"
934,76,23,23,70,"Sierra","Urbana","Jardín","Cusco","5","Secundaria completo","Secundaria completo","No"
2402,121,33,32,72,"Costa","Urbana","Jardín","Piura","3","Primaria completo","Primaria completo","No"
1247,75,22,19,71,"Selva","Rural","Jardín","Loreto","4","Secundaria incompleto","Secundaria completo","Sí"
273,111,24,24,72,"Costa","Rural","Jardín","Piura","3","Secundaria completo","Secundaria completo","Sí"
2600,72,28,13,72,"Costa","Urbana","Cuna-Jardín","Piura","4","Secundaria completo","Secundaria completo","No"
2403,125,34,33,72,"Costa","Urbana","Jardín","Piura","3","Primaria completo","Secundaria completo","No"
1851,139,36,31,72,"Selva","Urbana","Jardín","Loreto","3","Primaria completo","Primaria completo","Sí"
923,60,19,17,72,"Sierra","Urbana","Jardín","Cusco","5","Primaria completo","Secundaria completo","No"
1434,74,24,20,71,"Selva","Urbana","Jardín","Cusco","3","Secundaria completo","Secundaria completo","No"
1115,54,16,20,70,"Sierra","Urbana","Cuna-Jardín","Cusco","2","Superior técnico completo","Superior técnico incompleto","No"
1443,65,18,20,70,"Selva","Urbana","Jardín","Cusco","3","Superior técnico incompleto","Secundaria incompleto","No"
2396,141,34,32,72,"Costa","Urbana","Jardín","Piura","3","Primaria completo","Secundaria completo","NS/NR"
611,79,28,23,70,"Sierra","Rural","Jardín","Cusco","4","Secundaria incompleto","Secundaria completo","No"
1387,77,20,19,70,"Selva","Urbana","Jardín","Cusco","3","Secundaria completo","Secundaria completo","NS/NR"
84,118,32,24,70,"Sierra","Urbana","Jardín","Cusco","5","Superior técnico completo","Superior técnico completo","No"
395,92,23,26,72,"Costa","Urbana","Jardín","Piura","3","Secundaria completo","Secundaria completo","Sí"
1311,79,25,32,71,"Selva","Urbana","Jardín","Loreto","4","Secundaria incompleto","Secundaria completo","No"
1299,84,30,28,71,"Selva","Urbana","Jardín","Loreto","4","Secundaria incompleto","Secundaria completo","No"
274,67,20,23,74,"Costa","Rural","Jardín","Piura","3","Primaria completo","Secundaria completo","No"
1035,91,24,23,70,"Sierra","Urbana","Jardín","Cusco","5","Superior universitario completo","Superior técnico completo","NS/NR"
840,84,26,24,70,"Sierra","Rural","Jardín","Cusco","2","Secundaria completo","Secundaria completo","No"
1368,88,29,23,72,"Costa","Urbana","Jardín","Piura","3","Superior universitario incompleto","Superior técnico completo","No"
3231,105,30,25,74,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","NS/NR"
959,98,30,35,72,"Costa","Urbana","Jardín","Piura","4","Primaria completo","Secundaria completo","Sí"
1016,77,24,28,70,"Sierra","Urbana","Jardín","Cusco","5","Superior técnico completo","Superior técnico completo","NS/NR"
225,73,24,22,72,"Costa","Urbana","Jardín","Piura","5","Superior técnico completo","Superior técnico completo","No"
3371,144,36,31,76,"Costa","Urbana","Jardín","Lima Met.","4","Superior universitario incompleto","Superior universitario incompleto","NS/NR"
2366,98,32,34,72,"Costa","Urbana","Jardín","Piura","5","Superior técnico incompleto","Superior técnico incompleto","No"
3161,116,32,28,74,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria incompleto","Secundaria completo","No"
980,98,27,29,73,"Costa","Rural","Jardín","Piura","4","Secundaria incompleto","Secundaria completo","No"
3249,135,29,27,73,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","No"
2394,154,36,33,72,"Costa","Urbana","Jardín","Piura","3","Secundaria completo","Secundaria completo","No"
1876,117,34,27,72,"Costa","Urbana","Cuna-Jardín","Piura","4","Secundaria completo","Superior universitario completo","NS/NR"
3310,94,23,24,73,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","NS/NR"
3130,118,35,32,73,"Costa","Urbana","Jardín","Lima Met.","4","Superior técnico incompleto","Superior técnico incompleto","NS/NR"
835,118,34,28,70,"Sierra","Urbana","Jardín","Cusco","5","Superior universitario completo","Superior técnico completo","No"
641,69,19,20,72,"Costa","Urbana","Jardín","Piura","3","Secundaria completo","Secundaria completo","NS/NR"
713,131,32,32,71,"Selva","Urbana","Jardín","Loreto","4","Secundaria completo","Secundaria completo","No"
1441,66,26,22,70,"Selva","Urbana","Jardín","Cusco","3","Secundaria completo","Secundaria completo","No"
1485,77,26,25,71,"Selva","Urbana","Jardín","Loreto","4","Secundaria completo","Secundaria completo","No"
2007,74,23,20,71,"Selva","Rural","Jardín","Loreto","1","Primaria incompleto","Primaria incompleto","Sí"
1888,109,34,27,72,"Costa","Urbana","Cuna-Jardín","Piura","4","Superior técnico completo","Secundaria completo","NS/NR"
3202,130,25,31,74,"Costa","Urbana","Jardín","Lima Met.","4","Superior técnico incompleto","Superior técnico completo","No"
3106,79,26,20,73,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","NS/NR"
3380,140,35,32,74,"Costa","Urbana","Jardín","Lima Met.","4","Ninguno","Ninguno","NS/NR"
2352,100,34,29,72,"Costa","Urbana","Jardín","Piura","3","Secundaria completo","Secundaria completo","No"
1007,64,17,16,70,"Sierra","Rural","Jardín","Cusco","2","Secundaria completo","Secundaria completo","Sí"
637,65,18,19,72,"Costa","Urbana","Jardín","Piura","3","Secundaria completo","Secundaria completo","NS/NR"
783,71,19,22,71,"Selva","Urbana","Jardín","Loreto","3","Secundaria completo","Superior universitario completo","No"
949,103,30,35,71,"Costa","Urbana","Jardín","Piura","4","Superior técnico completo","Secundaria incompleto","No"
950,99,28,30,71,"Costa","Urbana","Jardín","Piura","4","Superior técnico completo","Secundaria completo","No"
958,88,31,29,71,"Costa","Urbana","Jardín","Piura","4","Secundaria incompleto","Secundaria completo","No"
730,76,26,21,71,"Costa","Urbana","Jardín","Piura","4","Primaria incompleto","Secundaria incompleto","No"
2368,112,32,35,72,"Costa","Urbana","Jardín","Piura","5","Superior técnico incompleto","Superior universitario completo","No"
3327,88,24,24,73,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Ninguno","NS/NR"
1527,121,35,29,71,"Selva","Urbana","Jardín","Loreto","4","Secundaria completo","Secundaria completo","No"
383,153,26,28,72,"Sierra","Urbana","Jardín","Piura","1","Secundaria completo","Secundaria completo","No"
3164,113,36,32,70,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","No"
2255,99,31,31,71,"Costa","Urbana","Jardín","Piura","5","Secundaria completo","Superior universitario completo","No"
28,99,23,25,71,"Sierra","Urbana","Jardín","Piura","1","Secundaria completo","Secundaria completo","Sí"
1858,118,31,28,70,"Selva","Urbana","Jardín","Loreto","3","Primaria completo","Secundaria incompleto","Sí"
1388,86,23,20,70,"Selva","Urbana","Jardín","Cusco","3","Secundaria completo","Secundaria completo","NS/NR"
2887,90,30,24,73,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria incompleto","Secundaria completo","No"
358,79,20,19,70,"Selva","Rural","Jardín","Cusco","4","Secundaria completo","Secundaria incompleto","Sí"
1361,122,29,33,72,"Costa","Urbana","Jardín","Piura","3","Superior técnico completo","Secundaria completo","No"
770,98,24,23,70,"Selva","Urbana","Jardín","Loreto","3","Superior universitario completo","Superior universitario completo","No"
1034,83,24,23,70,"Sierra","Urbana","Jardín","Cusco","5","Superior universitario incompleto","Superior universitario completo","NS/NR"
1221,92,27,24,70,"Sierra","Rural","Jardín","Cusco","2","Secundaria completo","Superior técnico completo","Sí"
1230,95,25,25,71,"Sierra","Rural","Jardín","Cusco","2","Secundaria completo","Secundaria completo","Sí"
3272,121,31,26,73,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","No"
1961,153,36,32,70,"Selva","Rural","Jardín","Loreto","3","Secundaria completo","Secundaria completo","No"
3238,89,24,27,73,"Costa","Urbana","Jardín","Lima Met.","4","Superior técnico completo","Superior técnico completo","No"
1878,114,34,28,71,"Costa","Urbana","Cuna-Jardín","Piura","4","Primaria completo","Secundaria completo","NS/NR"
