"Código","Escala_Cog.","Escala_Mot.","Escala_Dis.","Edad_Mes","Región","Área","Modalidad","Departamento","Quintil","Inst_Mat.","Inst_Pat.","Inst_Pre_N3"
1544,62,21,21,55,"Selva","Urbana","Jardín","Loreto","4","Secundaria completo","Secundaria completo","No"
2243,46,20,27,56,"Costa","Urbana","Jardín","Piura","3","Primaria completo","Primaria incompleto","No"
3277,90,28,22,56,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Primaria incompleto","No"
1870,64,16,21,56,"Costa","Urbana","Cuna-Jardín","Piura","4","Secundaria completo","Secundaria completo","No"
635,46,16,18,56,"Costa","Urbana","Jardín","Piura","3","Primaria completo","Primaria completo","NS/NR"
1075,147,31,31,55,"Selva","Rural","Jardín","Loreto","5","Secundaria completo","Secundaria completo","No"
58,40,20,17,54,"Selva","Rural","Jardín","Cusco","4","Secundaria completo","Secundaria completo","No"
2288,86,23,25,56,"Costa","Urbana","Jardín","Piura","5","Superior universitario completo","Superior universitario incompleto","Sí"
1846,126,32,31,55,"Selva","Rural","Jardín","Loreto","3","Superior universitario completo","Superior universitario completo","No"
1566,63,16,20,56,"Costa","Urbana","Jardín","Piura","3","Secundaria incompleto","Secundaria incompleto","No"
2826,98,23,24,58,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","No"
1872,83,26,26,56,"Costa","Urbana","Cuna-Jardín","Piura","4","Secundaria completo","Superior técnico completo","No"
171,80,21,26,56,"Costa","Rural","Jardín","Piura","3","Secundaria completo","Secundaria completo","No"
170,80,21,26,56,"Costa","Rural","Jardín","Piura","3","Secundaria completo","Secundaria completo","No"
3181,101,27,24,57,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria incompleto","No"
1762,121,32,29,56,"Costa","Urbana","Jardín","Piura","3","Secundaria incompleto","Secundaria incompleto","No"
2460,81,32,25,56,"Costa","Urbana","Jardín","Piura","3","Secundaria incompleto","Secundaria incompleto","NS/NR"
2133,67,20,17,54,"Sierra","Rural","Jardín","Cusco","2","Secundaria completo","Secundaria incompleto","Sí"
2222,71,28,18,56,"Sierra","Urbana","Jardín","Piura","1","Secundaria completo","Superior técnico completo","No"
1490,78,17,19,56,"Costa","Urbana","Jardín","Piura","4","Ninguno","Primaria completo","No"
675,62,22,24,55,"Selva","Urbana","Jardín","Loreto","4","Secundaria completo","Secundaria completo","Sí"
674,62,22,24,55,"Selva","Urbana","Jardín","Loreto","4","Secundaria completo","Secundaria completo","Sí"
1632,84,20,19,54,"Selva","Urbana","Jardín","Cusco","3","Secundaria completo","Secundaria incompleto","Sí"
2099,58,21,16,54,"Selva","Rural","Jardín","Loreto","1","Secundaria incompleto","Secundaria incompleto","Sí"
2276,61,24,22,56,"Costa","Urbana","Jardín","Piura","5","Superior universitario completo","Superior universitario completo","No"
975,80,17,18,55,"Selva","Urbana","Jardín","Loreto","3","Primaria completo","Secundaria incompleto","No"
23,41,16,15,56,"Sierra","Urbana","Jardín","Piura","1","Secundaria completo","Secundaria incompleto","No"
744,69,21,21,54,"Sierra","Urbana","Jardín","Cusco","5","Superior universitario completo","Superior técnico completo","No"
1622,97,23,26,65,"Sierra","Urbana","Jardín","Piura","1","Superior técnico incompleto","Superior técnico completo","No"
968,84,19,24,55,"Selva","Urbana","Jardín","Loreto","3","Secundaria incompleto","Secundaria completo","No"
3321,148,25,35,57,"Costa","Urbana","Jardín","Lima Met.","4","Superior técnico completo","Superior universitario completo","Sí"
3326,142,29,31,59,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Superior universitario incompleto","No"
3489,92,30,28,57,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","No"
2246,40,11,15,48,"Costa","Urbana","Cuna-Jardín","Piura","4","Primaria completo","Secundaria completo","No"
337,64,14,21,56,"Costa","Urbana","Jardín","Piura","3","Primaria completo","Secundaria completo","No"
1541,75,22,22,55,"Selva","Urbana","Jardín","Loreto","4","Secundaria incompleto","Secundaria incompleto","No"
1695,83,17,17,54,"Selva","Urbana","Jardín","Cusco","3","Superior técnico completo","Superior técnico incompleto","Sí"
1540,59,18,22,55,"Selva","Urbana","Jardín","Loreto","4","Secundaria completo","Secundaria completo","No"
601,55,22,20,54,"Sierra","Rural","Jardín","Cusco","4","Secundaria completo","Secundaria completo","No"
976,99,23,25,55,"Selva","Urbana","Jardín","Loreto","3","Secundaria incompleto","Superior técnico completo","No"
1082,85,29,26,56,"Sierra","Urbana","Jardín","Piura","1","Posgrado (maestría, doctorado)","Primaria completo","No"
417,119,34,33,56,"Costa","Urbana","Jardín","Piura","5","Secundaria completo","Superior técnico completo","No"
2245,71,24,22,56,"Costa","Urbana","Cuna-Jardín","Piura","4","Secundaria completo","Secundaria completo","No"
2570,51,16,18,55,"Selva","Rural","Jardín","Loreto","4","Primaria incompleto","Primaria completo","No"
432,88,31,29,54,"Sierra","Urbana","Jardín","Cusco","5","Superior universitario completo","Superior técnico completo","Sí"
535,73,20,22,54,"Sierra","Rural","Jardín","Cusco","3","Secundaria completo","Secundaria completo","NS/NR"
2507,81,18,22,55,"Costa","Urbana","Jardín","Piura","1","Secundaria completo","Secundaria completo","No"
3397,129,29,33,57,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","No"
169,74,22,25,55,"Costa","Rural","Jardín","Piura","3","Secundaria completo","Secundaria completo","No"
789,76,20,23,54,"Sierra","Urbana","Cuna-Jardín","Cusco","2","Secundaria completo","Secundaria completo","No"
2275,54,21,20,55,"Costa","Urbana","Jardín","Piura","5","Superior universitario completo","Secundaria completo","No"
2527,48,15,22,56,"Sierra","Rural","Jardín","Piura","1","Primaria incompleto","Secundaria completo","NS/NR"
1619,81,19,20,55,"Sierra","Urbana","Jardín","Piura","1","Superior universitario completo","Superior universitario completo","No"
2315,101,33,33,56,"Costa","Urbana","Jardín","Piura","5","Superior universitario completo","Superior universitario completo","No"
1585,80,22,24,54,"Selva","Rural","Jardín","Loreto","5","Secundaria incompleto","Primaria completo","NS/NR"
1626,102,26,25,55,"Sierra","Urbana","Jardín","Piura","1","Primaria incompleto","Secundaria incompleto","No"
435,117,30,31,54,"Sierra","Urbana","Jardín","Cusco","5","Superior técnico completo","Superior universitario completo","Sí"
636,69,20,23,44,"Costa","Urbana","Jardín","Piura","3","Superior universitario incompleto","Secundaria completo","NS/NR"
1663,71,23,29,54,"Selva","Urbana","Jardín","Loreto","4","Secundaria incompleto","Secundaria completo","NS/NR"
695,66,27,25,54,"Selva","Urbana","Jardín","Loreto","4","Secundaria completo","Secundaria completo","No"
3444,86,34,17,57,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","No"
1676,67,20,27,54,"Selva","Urbana","Jardín","Loreto","4","Superior técnico completo","Superior técnico completo","NS/NR"
3212,112,33,27,57,"Costa","Urbana","Jardín","Lima Met.","4","Superior técnico completo","Secundaria completo","Sí"
1743,92,19,26,54,"Selva","Urbana","Jardín","Cusco","3","Secundaria completo","Superior técnico incompleto","Sí"
2833,57,20,20,57,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Primaria incompleto","No"
738,44,19,22,54,"Sierra","Urbana","Jardín","Cusco","5","Superior técnico completo","Superior técnico completo","Sí"
1917,87,24,25,55,"Costa","Urbana","Cuna-Jardín","Piura","4","Superior universitario completo","Superior técnico completo","No"
2005,62,25,21,55,"Selva","Rural","Jardín","Loreto","1","Primaria incompleto","Primaria incompleto","Sí"
1774,83,29,22,56,"Costa","Urbana","Jardín","Piura","3","Secundaria completo","Secundaria completo","No"
39,60,22,20,55,"Sierra","Urbana","Jardín","Piura","1","Secundaria completo","Secundaria completo","No"
1623,113,25,31,55,"Sierra","Urbana","Jardín","Piura","1","Superior técnico completo","Superior técnico completo","Sí"
1488,62,17,19,57,"Costa","Urbana","Jardín","Piura","4","Primaria incompleto","Secundaria incompleto","No"
436,84,22,24,53,"Sierra","Urbana","Jardín","Cusco","5","Secundaria completo","Superior técnico completo","Sí"
1768,52,24,23,55,"Costa","Urbana","Jardín","Piura","3","Primaria completo","Primaria completo","No"
1932,77,21,24,53,"Sierra","Rural","Jardín","Cusco","2","Secundaria incompleto","Secundaria completo","NS/NR"
1392,77,22,19,55,"Costa","Urbana","Jardín","Piura","4","Primaria incompleto","Secundaria incompleto","Sí"
2083,61,25,29,54,"Selva","Rural","Jardín","Loreto","1","Secundaria incompleto","Secundaria incompleto","Sí"
1194,87,21,29,55,"Costa","Urbana","Jardín","Piura","3","Secundaria incompleto","Secundaria incompleto","No"
3307,98,22,25,57,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","No"
1420,112,28,31,53,"Sierra","Urbana","Jardín","Cusco","5","Superior técnico completo","Superior técnico completo","Sí"
1930,75,18,16,53,"Sierra","Rural","Jardín","Cusco","2","Secundaria completo","Superior universitario completo","No"
2204,99,27,25,55,"Sierra","Urbana","Jardín","Piura","1","Superior universitario incompleto","Superior universitario completo","Sí"
3077,116,36,36,63,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria incompleto","Secundaria completo","Sí"
1845,106,30,29,54,"Selva","Rural","Jardín","Loreto","3","Primaria completo","Secundaria incompleto","No"
1489,79,29,23,55,"Costa","Urbana","Jardín","Piura","4","Superior técnico incompleto","Superior técnico completo","No"
1759,42,24,21,55,"Costa","Urbana","Jardín","Piura","3","Secundaria completo","Secundaria completo","No"
2446,74,31,26,55,"Costa","Urbana","Jardín","Piura","3","Secundaria completo","Secundaria completo","No"
1275,100,24,27,55,"Costa","Urbana","Cuna-Jardín","Piura","4","Secundaria incompleto","Secundaria completo","No"
1202,100,28,28,53,"Sierra","Urbana","Jardín","Cusco","5","Superior técnico incompleto","Superior técnico completo","Sí"
1556,48,20,21,54,"Selva","Urbana","Jardín","Loreto","4","Secundaria completo","Secundaria completo","No"
2388,94,31,33,55,"Costa","Urbana","Jardín","Piura","5","Secundaria completo","Superior universitario incompleto","No"
1426,69,24,19,53,"Sierra","Urbana","Jardín","Cusco","5","Secundaria completo","Superior técnico completo","Sí"
1296,50,18,18,55,"Costa","Urbana","Cuna-Jardín","Piura","4","Secundaria completo","Superior técnico completo","No"
1123,73,14,22,55,"Costa","Urbana","Cuna-Jardín","Piura","4","Secundaria completo","Superior técnico completo","No"
1186,77,24,18,66,"Selva","Rural","Jardín","Loreto","5","Primaria completo","Primaria incompleto","No"
1239,68,20,22,55,"Costa","Urbana","Jardín","Piura","3","Secundaria incompleto","Secundaria incompleto","No"
1693,94,18,19,53,"Selva","Urbana","Jardín","Cusco","3","Secundaria incompleto","Secundaria incompleto","Sí"
1757,59,27,21,56,"Costa","Urbana","Jardín","Piura","3","Secundaria incompleto","Secundaria completo","No"
3448,76,25,13,66,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","NS/NR"
1688,86,19,26,53,"Selva","Urbana","Jardín","Cusco","3","Secundaria completo","Secundaria completo","NS/NR"
752,72,22,20,53,"Sierra","Urbana","Jardín","Cusco","5","Secundaria completo","Secundaria completo","No"
3084,85,30,33,57,"Costa","Urbana","Jardín","Lima Met.","4","Superior técnico incompleto","Superior universitario incompleto","No"
598,67,22,17,53,"Sierra","Rural","Jardín","Cusco","4","Superior universitario completo","Superior técnico completo","No"
3009,101,30,27,56,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria incompleto","No"
743,75,24,18,53,"Sierra","Urbana","Jardín","Cusco","5","Secundaria completo","Superior universitario completo","No"
3328,91,19,20,57,"Costa","Urbana","Jardín","Lima Met.","4","Superior técnico incompleto","Superior técnico completo","No"
1715,74,24,26,53,"Selva","Urbana","Jardín","Cusco","3","Secundaria completo","Secundaria completo","NS/NR"
1634,68,19,18,53,"Selva","Urbana","Jardín","Cusco","3","Secundaria incompleto","Secundaria incompleto","NS/NR"
550,83,26,21,53,"Sierra","Rural","Jardín","Cusco","3","Secundaria completo","Superior técnico completo","Sí"
2202,75,19,21,55,"Costa","Urbana","Jardín","Piura","5","Superior universitario incompleto","Superior universitario incompleto","No"
1700,75,23,23,53,"Selva","Urbana","Jardín","Cusco","3","Secundaria completo","Secundaria completo","NS/NR"
49,49,21,18,54,"Selva","Rural","Jardín","Cusco","4","Secundaria completo","Secundaria completo","No"
2502,49,15,19,55,"Costa","Urbana","Jardín","Piura","1","Secundaria completo","Secundaria completo","No"
1605,97,29,25,54,"Selva","Rural","Jardín","Loreto","5","Primaria incompleto","Secundaria completo","NS/NR"
1129,101,23,27,55,"Costa","Urbana","Cuna-Jardín","Piura","4","Secundaria completo","Secundaria completo","Sí"
3432,109,29,26,56,"Costa","Urbana","Jardín","Lima Met.","4","Primaria completo","Secundaria completo","No"
2829,120,25,29,56,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","No"
2203,121,33,34,55,"Costa","Urbana","Jardín","Piura","5","Superior universitario incompleto","Secundaria completo","No"
51,37,16,17,53,"Selva","Rural","Jardín","Cusco","4","Secundaria incompleto","Secundaria incompleto","No"
2221,73,22,20,55,"Sierra","Urbana","Jardín","Piura","1","Posgrado (maestría, doctorado)","Superior técnico completo","No"
2226,71,24,19,55,"Sierra","Urbana","Jardín","Piura","1","Superior universitario completo","Superior universitario incompleto","No"
3426,137,32,30,59,"Costa","Urbana","Jardín","Lima Met.","4","Primaria completo","Secundaria incompleto","No"
1571,120,33,28,55,"Costa","Urbana","Jardín","Piura","3","Secundaria completo","Secundaria completo","No"
749,64,20,21,53,"Sierra","Urbana","Jardín","Cusco","5","Superior técnico incompleto","Superior técnico completo","No"
1769,40,22,19,55,"Costa","Urbana","Jardín","Piura","3","Secundaria completo","Primaria completo","No"
1770,36,22,17,55,"Costa","Urbana","Jardín","Piura","3","Secundaria completo","Primaria completo","No"
1403,62,17,17,55,"Costa","Urbana","Jardín","Piura","4","Primaria incompleto","Secundaria incompleto","No"
1243,69,18,22,55,"Costa","Urbana","Jardín","Piura","3","Secundaria completo","Secundaria completo","No"
1059,86,23,21,53,"Selva","Rural","Jardín","Cusco","4","Superior técnico completo","Superior técnico completo","No"
733,56,18,20,53,"Sierra","Urbana","Jardín","Cusco","5","Superior técnico completo","Superior técnico completo","Sí"
2293,90,22,27,55,"Costa","Urbana","Jardín","Piura","5","Secundaria completo","Superior universitario completo","Sí"
2817,79,22,21,56,"Costa","Urbana","Jardín","Lima Met.","4","Superior técnico completo","Secundaria completo","No"
2236,54,23,26,55,"Costa","Urbana","Jardín","Piura","3","Primaria incompleto","Primaria incompleto","No"
1755,37,17,16,54,"Costa","Urbana","Jardín","Piura","3","Secundaria incompleto","Secundaria completo","No"
3195,72,32,21,56,"Costa","Urbana","Jardín","Lima Met.","4","Superior universitario completo","Secundaria completo","No"
971,80,21,23,54,"Selva","Urbana","Jardín","Loreto","3","Superior técnico incompleto","Secundaria completo","No"
1754,64,25,20,54,"Costa","Urbana","Jardín","Piura","3","Secundaria completo","Secundaria completo","No"
1293,52,20,21,57,"Costa","Urbana","Cuna-Jardín","Piura","4","Primaria completo","Primaria completo","No"
1785,69,23,17,54,"Costa","Urbana","Jardín","Piura","4","Secundaria incompleto","Secundaria incompleto","No"
1927,84,22,23,53,"Sierra","Rural","Jardín","Cusco","2","Secundaria incompleto","Secundaria completo","No"
2830,60,23,21,56,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Superior técnico completo","No"
1707,75,18,14,53,"Selva","Urbana","Jardín","Cusco","3","Secundaria completo","Secundaria completo","Sí"
251,60,21,19,53,"Sierra","Urbana","Cuna-Jardín","Cusco","2","Primaria completo","Secundaria incompleto","No"
2077,73,24,24,53,"Sierra","Rural","Jardín","Cusco","2","Secundaria completo","Secundaria completo","NS/NR"
1694,90,21,18,53,"Selva","Urbana","Jardín","Cusco","3","Secundaria incompleto","Secundaria completo","Sí"
2224,84,27,21,54,"Sierra","Urbana","Jardín","Piura","1","Superior técnico completo","Superior técnico completo","No"
3457,112,23,30,56,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Superior universitario incompleto","No"
3523,83,24,18,56,"Costa","Urbana","Jardín","Lima Met.","5","Secundaria completo","Secundaria completo","Sí"
2445,134,32,27,54,"Costa","Urbana","Jardín","Piura","3","Superior técnico completo","Superior técnico completo","No"
1965,83,25,27,54,"Costa","Urbana","Cuna-Jardín","Piura","4","Secundaria incompleto","Secundaria incompleto","No"
3392,131,25,30,56,"Costa","Urbana","Jardín","Lima Met.","4","Superior universitario completo","Superior técnico completo","No"
537,60,16,19,53,"Sierra","Rural","Jardín","Cusco","3","Secundaria incompleto","Secundaria incompleto","Sí"
2616,59,16,22,54,"Sierra","Rural","Jardín","Piura","1","Ninguno","Ninguno","Sí"
2,52,20,23,54,"Sierra","Urbana","Jardín","Piura","1","Secundaria completo","Secundaria incompleto","No"
1635,81,22,27,53,"Selva","Urbana","Jardín","Cusco","3","Secundaria incompleto","Secundaria incompleto","NS/NR"
3399,99,22,31,56,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Superior técnico incompleto","No"
2292,64,17,24,54,"Costa","Urbana","Jardín","Piura","5","Superior técnico incompleto","Superior técnico incompleto","No"
2537,85,31,25,54,"Sierra","Rural","Jardín","Piura","1","Primaria completo","Primaria completo","NS/NR"
1199,67,20,21,54,"Costa","Urbana","Jardín","Piura","4","Primaria incompleto","Secundaria incompleto","No"
1208,67,22,21,52,"Selva","Rural","Jardín","Cusco","3","Primaria incompleto","Primaria completo","No"
2084,98,20,29,54,"Sierra","Urbana","Jardín","Piura","1","Superior universitario completo","Secundaria completo","Sí"
2810,105,20,26,56,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","No"
161,85,20,26,54,"Costa","Rural","Jardín","Piura","3","Secundaria completo","Secundaria completo","No"
794,77,22,21,53,"Sierra","Urbana","Cuna-Jardín","Cusco","2","Primaria incompleto","Primaria incompleto","No"
61,41,20,18,52,"Selva","Rural","Jardín","Cusco","4","Secundaria completo","Secundaria completo","No"
1210,75,22,22,54,"Costa","Urbana","Cuna-Jardín","Piura","4","Superior técnico completo","Secundaria incompleto","No"
2206,79,24,23,42,"Sierra","Urbana","Jardín","Piura","1","Superior técnico completo","Superior técnico incompleto","No"
2528,76,28,25,54,"Sierra","Rural","Jardín","Piura","1","Secundaria incompleto","Primaria incompleto","NS/NR"
3178,87,31,24,56,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","No"
967,103,25,27,53,"Selva","Urbana","Jardín","Loreto","3","Primaria completo","Secundaria incompleto","No"
54,64,21,25,52,"Selva","Rural","Jardín","Cusco","4","Secundaria completo","Secundaria completo","No"
249,67,20,21,53,"Sierra","Urbana","Cuna-Jardín","Cusco","2","Secundaria completo","Superior universitario completo","Sí"
1711,70,25,24,52,"Selva","Urbana","Jardín","Cusco","3","Secundaria completo","Ninguno","NS/NR"
1218,96,29,29,54,"Costa","Urbana","Jardín","Piura","3","Superior universitario completo","Superior técnico incompleto","No"
747,53,18,21,52,"Sierra","Urbana","Jardín","Cusco","5","Superior técnico incompleto","Superior técnico completo","Sí"
2205,109,22,22,54,"Sierra","Urbana","Jardín","Piura","1","Superior universitario incompleto","Superior técnico completo","Sí"
1283,42,15,19,54,"Costa","Urbana","Cuna-Jardín","Piura","4","Superior técnico incompleto","Superior técnico incompleto","No"
798,75,21,24,53,"Sierra","Urbana","Cuna-Jardín","Cusco","2","Superior universitario incompleto","Superior universitario incompleto","No"
1795,89,28,28,53,"Selva","Rural","Jardín","Loreto","4","Secundaria incompleto","Secundaria incompleto","No"
633,50,19,21,54,"Costa","Urbana","Jardín","Piura","3","Secundaria completo","Secundaria completo","No"
1418,117,29,30,52,"Sierra","Urbana","Jardín","Cusco","5","Superior técnico completo","Superior universitario completo","Sí"
793,73,21,20,55,"Sierra","Urbana","Cuna-Jardín","Cusco","2","Superior universitario incompleto","Primaria completo","No"
2073,70,22,20,52,"Sierra","Rural","Jardín","Cusco","2","Secundaria completo","Secundaria completo","NS/NR"
1606,112,30,29,53,"Selva","Rural","Jardín","Loreto","5","Primaria completo","Secundaria completo","NS/NR"
1607,80,22,18,53,"Selva","Rural","Jardín","Loreto","5","Primaria completo","Secundaria completo","NS/NR"
344,71,15,21,54,"Costa","Urbana","Jardín","Piura","3","Secundaria completo","Secundaria completo","No"
735,70,19,22,52,"Sierra","Urbana","Jardín","Cusco","5","Superior técnico completo","Superior técnico completo","Sí"
1633,77,21,17,52,"Selva","Urbana","Jardín","Cusco","3","Secundaria completo","Superior técnico incompleto","Sí"
2811,50,19,20,55,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","No"
905,77,25,22,52,"Sierra","Urbana","Cuna-Jardín","Cusco","2","Superior técnico completo","Secundaria completo","Sí"
2587,45,17,17,52,"Selva","Rural","Jardín","Cusco","4","Secundaria incompleto","Secundaria incompleto","No"
1746,80,18,18,52,"Selva","Urbana","Jardín","Cusco","3","Secundaria incompleto","Secundaria incompleto","NS/NR"
2225,81,23,25,54,"Sierra","Urbana","Jardín","Piura","1","Superior universitario completo","Superior universitario completo","No"
1934,79,21,23,52,"Sierra","Rural","Jardín","Cusco","2","Primaria completo","Secundaria completo","NS/NR"
1289,70,24,24,54,"Costa","Urbana","Cuna-Jardín","Piura","4","Superior técnico incompleto","Superior técnico incompleto","No"
684,74,26,29,53,"Selva","Urbana","Jardín","Loreto","4","Superior técnico incompleto","Secundaria completo","No"
3011,98,22,21,55,"Costa","Urbana","Jardín","Lima Met.","4","Superior universitario completo","Secundaria completo","No"
3006,101,22,23,55,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","NS/NR"
1175,51,16,15,53,"Selva","Rural","Jardín","Loreto","5","Secundaria incompleto","Primaria completo","No"
1060,54,18,18,52,"Selva","Rural","Jardín","Cusco","4","Secundaria incompleto","Secundaria incompleto","No"
2585,81,24,22,52,"Selva","Rural","Jardín","Cusco","4","Superior técnico incompleto","Secundaria completo","No"
907,37,19,15,52,"Sierra","Rural","Jardín","Cusco","2","Secundaria completo","Secundaria completo","Sí"
1425,77,26,18,52,"Sierra","Urbana","Jardín","Cusco","5","Superior técnico completo","Superior técnico completo","Sí"
3451,85,23,22,55,"Costa","Urbana","Jardín","Lima Met.","4","Superior técnico incompleto","Superior técnico completo","No"
2831,81,18,21,55,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria incompleto","Secundaria incompleto","No"
544,54,17,20,52,"Sierra","Rural","Jardín","Cusco","3","Secundaria completo","Secundaria completo","No"
3251,72,21,18,67,"Costa","Urbana","Jardín","Lima Met.","4","Superior técnico completo","Secundaria completo","No"
2814,74,22,22,55,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Superior técnico completo","No"
3390,52,15,18,55,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","No"
1081,104,35,25,54,"Sierra","Urbana","Jardín","Piura","1","Primaria completo","Secundaria incompleto","No"
1787,110,33,33,53,"Costa","Urbana","Jardín","Piura","4","Secundaria completo","Secundaria incompleto","No"
2230,46,16,19,53,"Costa","Urbana","Jardín","Piura","5","Superior universitario incompleto","Superior universitario incompleto","Sí"
2232,58,20,20,53,"Costa","Urbana","Jardín","Piura","5","Superior universitario completo","Superior universitario completo","Sí"
2455,106,28,28,53,"Costa","Urbana","Jardín","Piura","3","Superior universitario incompleto","Ninguno","Sí"
944,138,30,29,52,"Sierra","Rural","Jardín","Cusco","1","Secundaria completo","Secundaria completo","No"
677,88,28,26,52,"Selva","Urbana","Jardín","Loreto","4","Secundaria completo","Secundaria completo","No"
689,72,27,24,52,"Selva","Urbana","Jardín","Loreto","4","Superior técnico incompleto","Secundaria completo","No"
2823,81,23,23,55,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Superior técnico incompleto","Sí"
1276,84,20,23,53,"Costa","Urbana","Cuna-Jardín","Piura","4","Secundaria incompleto","Secundaria incompleto","No"
1617,126,23,27,54,"Sierra","Urbana","Jardín","Piura","1","Secundaria completo","Secundaria completo","No"
1412,55,25,28,52,"Selva","Urbana","Jardín","Loreto","4","Secundaria completo","Superior técnico completo","No"
2280,92,23,31,54,"Costa","Urbana","Jardín","Piura","5","Secundaria completo","Secundaria completo","Sí"
3404,137,25,31,55,"Costa","Urbana","Jardín","Lima Met.","4","Superior técnico completo","Superior técnico completo","No"
1666,51,19,21,52,"Selva","Urbana","Jardín","Loreto","4","Primaria incompleto","Secundaria completo","NS/NR"
2325,66,15,26,53,"Costa","Urbana","Jardín","Piura","5","Secundaria completo","Superior técnico completo","Sí"
3465,94,31,27,55,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","No"
1650,80,29,24,52,"Selva","Rural","Jardín","Loreto","4","Primaria incompleto","Secundaria incompleto","No"
2535,86,33,27,53,"Sierra","Rural","Jardín","Piura","1","Primaria completo","Primaria completo","NS/NR"
3211,75,32,24,55,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria completo","No"
2295,90,21,27,53,"Costa","Urbana","Jardín","Piura","5","Superior universitario completo","Superior técnico completo","Sí"
3455,51,10,19,55,"Costa","Urbana","Jardín","Lima Met.","4","Secundaria completo","Secundaria incompleto","No"
35,42,17,18,53,"Sierra","Urbana","Jardín","Piura","1","Superior técnico incompleto","Secundaria completo","No"
3063,116,34,35,55,"Costa","Urbana","Jardín","Lima Met.","4","Superior universitario completo","Superior universitario completo","Sí"
1778,86,24,22,52,"Selva","Urbana","Jardín","Cusco","3","Secundaria completo","Secundaria completo","No"
1393,70,17,19,53,"Costa","Urbana","Jardín","Piura","4","Secundaria completo","Superior técnico completo","No"
857,61,13,24,52,"Selva","Urbana","Jardín","Loreto","4","Secundaria completo","Secundaria completo","Sí"
1716,81,28,31,51,"Selva","Urbana","Jardín","Cusco","3","Secundaria completo","Secundaria completo","NS/NR"
1873,68,21,19,54,"Costa","Urbana","Cuna-Jardín","Piura","4","Secundaria completo","Secundaria completo","No"
1636,83,19,13,51,"Selva","Urbana","Jardín","Cusco","3","Secundaria incompleto","Secundaria incompleto","No"
3396,78,21,21,55,"Costa","Urbana","Jardín","Lima Met.","4","Superior universitario completo","Superior universitario completo","NS/NR"
883,61,30,22,52,"Selva","Rural","Jardín","Loreto","4","Secundaria incompleto","Secundaria completo","Sí"
2825,56,21,19,55,"Costa","Urbana","Jardín","Lima Met.","4","Primaria incompleto","Secundaria completo","No"
2181,99,26,24,53,"Sierra","Urbana","Jardín","Piura","1","Superior universitario completo","Superior técnico completo","Sí"
1989,66,26,17,51,"Sierra","Rural","Jardín","Cusco","2","Secundaria incompleto","Secundaria incompleto","Sí"
1613,86,23,23,53,"Sierra","Urbana","Jardín","Piura","1","Primaria completo","Primaria incompleto","Sí"
3496,105,27,24,55,"Costa","Urbana","Jardín","Lima Met.","4","Superior técnico completo","Superior técnico completo","NS/NR"
1187,77,19,19,52,"Selva","Rural","Jardín","Loreto","5","Secundaria completo","Secundaria completo","No"
943,139,31,28,51,"Sierra","Rural","Jardín","Cusco","1","Secundaria incompleto","Secundaria incompleto","No"
2970,82,22,24,55,"Costa","Urbana","Jardín","Lima Met.","4","Superior técnico incompleto","Secundaria completo","NS/NR"
332,87,19,23,65,"Costa","Urbana","Jardín","Piura","3","Secundaria completo","Secundaria completo","No"
942,142,31,31,51,"Sierra","Rural","Jardín","Cusco","1","Secundaria completo","Secundaria completo","No"
1125,76,18,23,53,"Costa","Urbana","Cuna-Jardín","Piura","4","Superior universitario completo","Superior universitario completo","Sí"
50,37,14,18,51,"Selva","Rural","Jardín","Cusco","4","Secundaria completo","Secundaria completo","No"
