Código,Escala_Cog.,Escala_Mot.,Escala_Dis.,Edad_Mes,Región,Modalidad,Departamento,Quintil,Inst_Mat.,Inst_Mat_N
2513,91,29,23,65,Costa,Jardín,Piura,1,Primaria incompleto,3
1444,76,22,21,63,Selva,Jardín,Cusco,3,Secundaria completo,6
1355,76,19,21,63,Selva,Jardín,Cusco,3,Secundaria incompleto,5
563,66,21,17,63,Sierra,Jardín,Cusco,3,Superior técnico completo,8
83,46,17,14,64,Sierra,Jardín,Cusco,5,Superior universitario incompleto,9
295,60,22,26,65,Selva,Jardín,Cusco,4,Secundaria completo,6
2618,92,27,33,66,Sierra,Jardín,Piura,1,Superior técnico incompleto,7
2521,91,31,25,65,Sierra,Jardín,Piura,1,Primaria incompleto,3
2359,96,31,25,65,Costa,Jardín,Piura,5,Superior universitario incompleto,9
1439,67,25,19,63,Selva,Jardín,Cusco,3,Secundaria completo,6
224,46,22,19,65,Costa,Jardín,Piura,5,Secundaria completo,6
2406,124,34,33,65,Costa,Jardín,Piura,3,Secundaria completo,6
352,75,15,19,63,Selva,Jardín,Cusco,4,Secundaria completo,6
77,144,36,30,64,Sierra,Jardín,Cusco,5,Superior universitario completo,10
3124,101,30,27,67,Costa,Jardín,Lima Met.,4,Primaria completo,4
3329,151,35,31,67,Costa,Jardín,Lima Met.,4,Secundaria completo,6
2250,83,24,30,65,Costa,Jardín,Piura,5,Superior universitario incompleto,9
3236,105,32,25,67,Costa,Jardín,Lima Met.,4,Secundaria completo,6
3232,80,18,21,67,Costa,Jardín,Lima Met.,4,Secundaria completo,6
3394,51,22,8,68,Costa,Jardín,Lima Met.,4,Superior técnico completo,8
2141,88,27,23,63,Sierra,Jardín,Cusco,2,Superior técnico completo,8
719,104,33,27,64,Selva,Jardín,Loreto,4,Superior universitario incompleto,9
702,142,35,35,64,Selva,Jardín,Loreto,4,Superior técnico incompleto,7
3263,146,33,25,67,Costa,Jardín,Lima Met.,4,Secundaria completo,6
1362,69,21,22,65,Costa,Jardín,Piura,3,Secundaria completo,6
3452,118,32,23,67,Costa,Jardín,Lima Met.,4,Secundaria completo,6
2006,84,27,20,64,Selva,Jardín,Loreto,1,Primaria incompleto,3
2363,134,32,35,65,Costa,Jardín,Piura,5,Superior técnico incompleto,7
1516,43,24,20,64,Selva,Jardín,Loreto,4,Secundaria completo,6
2603,101,31,21,74,Costa,Cuna-Jardín,Piura,4,Secundaria incompleto,5
3216,127,31,28,67,Costa,Jardín,Lima Met.,4,Superior universitario completo,10
2519,82,28,21,65,Sierra,Jardín,Piura,1,Ninguno,1
1108,45,13,12,75,Sierra,Cuna-Jardín,Cusco,2,Superior técnico incompleto,7
2520,70,23,26,65,Sierra,Jardín,Piura,1,Secundaria completo,6
1881,100,34,28,65,Costa,Cuna-Jardín,Piura,4,Secundaria completo,6
394,60,22,20,65,Costa,Jardín,Piura,3,Secundaria incompleto,5
700,136,33,35,64,Selva,Jardín,Loreto,4,Superior técnico completo,8
2271,75,23,24,65,Costa,Jardín,Piura,5,Superior universitario completo,10
3344,115,30,21,67,Costa,Jardín,Lima Met.,4,Secundaria completo,6
86,101,31,26,63,Sierra,Jardín,Cusco,5,Superior técnico incompleto,7
259,96,25,29,65,Costa,Jardín,Piura,3,Secundaria completo,6
3128,111,35,32,66,Costa,Jardín,Lima Met.,4,Superior técnico completo,8
2523,84,34,28,65,Sierra,Jardín,Piura,1,Primaria completo,4
2264,63,21,22,65,Costa,Jardín,Piura,5,Secundaria completo,6
2144,60,20,17,63,Sierra,Jardín,Cusco,2,Ninguno,1
3174,55,18,22,67,Costa,Jardín,Lima Met.,4,Secundaria completo,6
1522,117,30,29,64,Selva,Jardín,Loreto,4,Superior universitario completo,10
2802,115,29,29,66,Costa,Jardín,Lima Met.,4,Secundaria completo,6
996,57,16,16,63,Sierra,Jardín,Cusco,2,Secundaria completo,6
640,71,21,22,65,Costa,Jardín,Piura,3,Secundaria completo,6
623,65,23,21,65,Costa,Jardín,Piura,3,Secundaria completo,6
929,82,20,22,69,Sierra,Jardín,Cusco,5,Secundaria completo,6
1533,55,24,23,64,Selva,Jardín,Loreto,4,Secundaria incompleto,5
707,126,32,34,64,Selva,Jardín,Loreto,4,Secundaria completo,6
5,109,26,27,65,Sierra,Jardín,Piura,1,Secundaria completo,6
3275,82,23,20,66,Costa,Jardín,Lima Met.,4,Secundaria completo,6
2592,87,28,25,65,Costa,Cuna-Jardín,Piura,4,Superior técnico incompleto,7
2348,94,34,30,63,Costa,Jardín,Piura,3,Primaria completo,4
76,97,24,24,63,Sierra,Jardín,Cusco,5,Superior universitario completo,10
1356,110,27,25,58,Selva,Jardín,Cusco,3,Secundaria completo,6
3294,90,26,19,67,Costa,Jardín,Lima Met.,4,Secundaria completo,6
1357,93,24,23,63,Selva,Jardín,Cusco,3,Secundaria completo,6
221,81,26,27,65,Costa,Jardín,Piura,5,Secundaria completo,6
505,110,34,26,64,Selva,No_Esc,Loreto,2,Primaria completo,4
2522,53,26,15,65,Sierra,Jardín,Piura,1,Primaria incompleto,3
2378,129,32,35,65,Costa,Jardín,Piura,5,Superior universitario completo,10
1349,113,27,25,63,Selva,Jardín,Cusco,3,Secundaria completo,6
1864,105,34,27,64,Costa,Cuna-Jardín,Piura,4,Secundaria incompleto,5
1526,101,29,23,63,Selva,Jardín,Loreto,4,Superior técnico completo,8
361,79,20,19,68,Selva,Jardín,Cusco,4,Secundaria completo,6
4,115,27,26,73,Sierra,Jardín,Piura,1,Superior universitario incompleto,9
785,84,22,24,63,Selva,Jardín,Loreto,3,Superior técnico incompleto,7
1511,86,34,27,72,Selva,Jardín,Loreto,4,Secundaria completo,6
3309,79,27,22,66,Costa,Jardín,Lima Met.,4,Secundaria completo,6
3265,95,27,27,66,Costa,Jardín,Lima Met.,4,Secundaria completo,6
3113,136,28,28,66,Costa,Jardín,Lima Met.,4,Ninguno,1
13,97,25,26,64,Sierra,Jardín,Piura,1,Primaria completo,4
2619,97,31,31,64,Sierra,Jardín,Piura,1,Superior técnico completo,8
397,71,25,20,64,Costa,Jardín,Piura,3,Superior técnico completo,8
1303,79,22,31,75,Selva,Jardín,Loreto,4,Secundaria completo,6
3300,101,32,24,66,Costa,Jardín,Lima Met.,4,Ninguno,1
787,95,24,24,63,Selva,Jardín,Loreto,3,Secundaria completo,6
3291,94,28,23,67,Costa,Jardín,Lima Met.,4,Secundaria completo,6
2269,101,31,28,65,Costa,Jardín,Piura,5,Secundaria completo,6
3270,131,29,27,67,Costa,Jardín,Lima Met.,4,Secundaria completo,6
775,103,25,26,63,Selva,Jardín,Loreto,3,Secundaria completo,6
2272,105,31,29,64,Costa,Jardín,Piura,5,Superior universitario completo,10
1482,74,26,24,63,Selva,Jardín,Loreto,4,Superior técnico completo,8
3142,81,32,24,68,Costa,Jardín,Lima Met.,4,Secundaria incompleto,5
3250,80,24,23,66,Costa,Jardín,Lima Met.,4,Secundaria completo,6
469,92,22,22,64,Selva,No_Esc,Loreto,2,Primaria completo,4
1397,82,23,21,62,Selva,Jardín,Cusco,3,Secundaria completo,6
2340,67,31,23,64,Costa,Jardín,Piura,3,Primaria completo,4
7,102,24,26,64,Sierra,Jardín,Piura,1,Primaria completo,4
887,101,29,31,64,Costa,Jardín,Piura,4,Secundaria completo,6
482,141,35,29,71,Selva,No_Esc,Loreto,2,Primaria incompleto,3
1307,58,19,26,64,Selva,Jardín,Loreto,4,Primaria completo,4
2262,60,21,24,64,Costa,Jardín,Piura,5,Secundaria completo,6
885,88,32,35,64,Costa,Jardín,Piura,4,Secundaria completo,6
1363,81,28,22,64,Costa,Jardín,Piura,3,Secundaria incompleto,5
2412,108,25,27,64,Costa,Jardín,Piura,3,Primaria completo,4
1111,53,13,21,62,Sierra,Cuna-Jardín,Cusco,2,Superior técnico incompleto,7
2370,115,32,35,66,Costa,Jardín,Piura,5,Superior técnico completo,8
2382,121,32,34,64,Costa,Jardín,Piura,5,Superior técnico incompleto,7
3154,100,35,31,66,Costa,Jardín,Lima Met.,4,Secundaria incompleto,5
2608,51,25,14,64,Costa,Cuna-Jardín,Piura,4,Secundaria completo,6
1520,86,29,24,63,Selva,Jardín,Loreto,4,Secundaria incompleto,5
1044,63,24,27,64,Costa,Jardín,Piura,4,Primaria completo,4
3114,140,32,31,66,Costa,Jardín,Lima Met.,4,Ninguno,1
1521,41,21,17,63,Selva,Jardín,Loreto,4,Secundaria incompleto,5
2364,121,34,35,64,Costa,Jardín,Piura,5,Superior universitario completo,10
2564,82,20,18,64,Costa,Cuna-Jardín,Piura,4,Secundaria completo,6
624,70,20,22,64,Costa,Jardín,Piura,3,Secundaria completo,6
385,153,20,30,64,Sierra,Jardín,Piura,1,Secundaria completo,6
769,92,29,23,63,Selva,Jardín,Loreto,3,Secundaria completo,6
3384,65,19,15,66,Costa,Jardín,Lima Met.,4,Secundaria completo,6
3345,117,27,24,66,Costa,Jardín,Lima Met.,4,Secundaria completo,6
1027,84,25,30,62,Sierra,Jardín,Cusco,5,Superior universitario incompleto,9
1788,59,28,24,75,Selva,Jardín,Loreto,5,Primaria completo,4
3107,95,28,21,65,Costa,Jardín,Lima Met.,4,Secundaria completo,6
26,101,25,27,64,Sierra,Jardín,Piura,1,Superior universitario completo,10
271,85,21,27,64,Costa,Jardín,Piura,3,Secundaria completo,6
2375,123,32,34,64,Costa,Jardín,Piura,5,Superior técnico incompleto,7
2270,128,36,35,64,Costa,Jardín,Piura,5,Secundaria completo,6
609,65,24,17,62,Sierra,Jardín,Cusco,4,Secundaria incompleto,5
3136,93,28,22,65,Costa,Jardín,Lima Met.,4,Secundaria completo,6
3418,109,29,20,66,Costa,Jardín,Lima Met.,4,Superior técnico completo,8
1245,106,26,26,63,Selva,Jardín,Loreto,4,Primaria completo,4
2506,99,26,27,64,Costa,Jardín,Piura,1,Primaria incompleto,3
3256,144,32,30,74,Costa,Jardín,Lima Met.,4,Secundaria completo,6
832,70,33,22,74,Sierra,Jardín,Cusco,5,Secundaria incompleto,5
399,87,24,22,64,Costa,Jardín,Piura,3,Superior técnico incompleto,7
1475,70,23,24,63,Selva,Jardín,Loreto,4,Primaria completo,4
1222,73,29,23,62,Sierra,Jardín,Cusco,2,Superior técnico completo,8
2524,81,33,25,64,Sierra,Jardín,Piura,1,Primaria completo,4
2411,83,27,26,64,Costa,Jardín,Piura,3,Secundaria completo,6
3365,153,36,28,66,Costa,Jardín,Lima Met.,4,Superior técnico completo,8
1320,62,23,27,75,Selva,Jardín,Loreto,4,Secundaria incompleto,5
2573,114,29,30,63,Selva,Jardín,Loreto,4,Primaria completo,4
398,72,21,18,64,Costa,Jardín,Piura,3,Secundaria completo,6
1454,62,25,19,62,Selva,Jardín,Cusco,3,Secundaria completo,6
284,79,24,28,62,Selva,Jardín,Cusco,4,Superior técnico completo,8
280,90,23,24,64,Costa,Jardín,Piura,3,Superior técnico completo,8
2401,83,29,27,64,Costa,Jardín,Piura,3,Secundaria completo,6
1031,87,24,23,62,Sierra,Jardín,Cusco,5,Superior técnico incompleto,7
3157,102,32,31,72,Costa,Jardín,Lima Met.,4,Secundaria completo,6
1119,51,13,16,62,Sierra,Cuna-Jardín,Cusco,2,Superior técnico completo,8
948,98,29,32,64,Costa,Jardín,Piura,4,Primaria completo,4
3477,82,21,17,66,Costa,Jardín,Lima Met.,4,Ninguno,1
258,57,19,21,63,Costa,Jardín,Piura,3,Primaria completo,4
928,54,19,18,62,Sierra,Jardín,Cusco,5,Superior universitario completo,10
359,78,17,19,62,Selva,Jardín,Cusco,4,Secundaria incompleto,5
2404,81,26,24,63,Costa,Jardín,Piura,3,Primaria completo,4
1360,67,19,21,64,Costa,Jardín,Piura,3,Secundaria completo,6
1041,92,31,27,63,Costa,Jardín,Piura,4,Primaria completo,4
3271,100,21,22,65,Costa,Jardín,Lima Met.,4,Secundaria completo,6
3158,135,34,31,73,Costa,Jardín,Lima Met.,4,Superior técnico incompleto,7
819,98,32,24,62,Sierra,Jardín,Cusco,5,Superior técnico completo,8
1023,69,24,23,62,Sierra,Jardín,Cusco,5,Superior técnico completo,8
3305,77,23,24,65,Costa,Jardín,Lima Met.,4,Secundaria completo,6
216,79,23,25,63,Costa,Jardín,Piura,5,Superior universitario completo,10
1107,42,13,12,62,Sierra,Cuna-Jardín,Cusco,2,Superior técnico incompleto,7
3340,86,24,22,65,Costa,Jardín,Lima Met.,4,Ninguno,1
298,83,25,29,61,Selva,Jardín,Cusco,4,Superior universitario completo,10
2252,83,24,27,64,Costa,Jardín,Piura,5,Superior universitario completo,10
2350,59,25,18,64,Costa,Jardín,Piura,3,Secundaria incompleto,5
815,63,20,20,62,Sierra,Jardín,Cusco,5,Secundaria completo,6
393,61,24,23,63,Costa,Jardín,Piura,3,Secundaria completo,6
290,56,23,27,62,Selva,Jardín,Cusco,4,Secundaria completo,6
291,48,20,22,62,Selva,Jardín,Cusco,4,Secundaria completo,6
2392,110,32,27,64,Costa,Jardín,Piura,3,Secundaria completo,6
3188,156,36,30,75,Costa,Jardín,Lima Met.,4,Superior técnico completo,8
3378,54,18,12,66,Costa,Jardín,Lima Met.,4,Secundaria completo,6
2261,74,25,23,64,Costa,Jardín,Piura,5,Secundaria completo,6
292,66,22,25,61,Selva,Jardín,Cusco,4,Secundaria completo,6
915,68,22,19,61,Sierra,Jardín,Cusco,5,Secundaria completo,6
916,74,19,18,61,Sierra,Jardín,Cusco,5,Secundaria completo,6
622,73,18,20,64,Costa,Jardín,Piura,3,Secundaria completo,6
773,92,25,25,62,Selva,Jardín,Loreto,3,Secundaria completo,6
1302,70,21,30,63,Selva,Jardín,Loreto,4,Secundaria incompleto,5
724,110,33,28,62,Selva,Jardín,Loreto,4,Secundaria completo,6
1183,73,20,17,63,Selva,Jardín,Loreto,5,Primaria incompleto,3
935,79,20,23,73,Sierra,Jardín,Cusco,5,Secundaria completo,6
3177,121,34,27,71,Costa,Jardín,Lima Met.,4,Secundaria incompleto,5
924,84,19,22,62,Sierra,Jardín,Cusco,5,Superior universitario completo,10
618,69,22,20,63,Costa,Jardín,Piura,3,Secundaria completo,6
463,96,24,22,62,Selva,No_Esc,Loreto,2,Primaria completo,4
1235,67,19,18,62,Selva,Jardín,Loreto,4,Secundaria incompleto,5
2560,112,27,23,63,Costa,Cuna-Jardín,Piura,4,Superior universitario incompleto,9
1865,77,31,24,63,Costa,Cuna-Jardín,Piura,4,Secundaria completo,6
380,154,26,28,63,Sierra,Jardín,Piura,1,Secundaria completo,6
270,70,20,23,63,Costa,Jardín,Piura,3,Secundaria completo,6
1225,68,29,21,61,Sierra,Jardín,Cusco,2,Secundaria incompleto,5
3473,140,36,25,65,Costa,Jardín,Lima Met.,4,Secundaria completo,6
1468,76,22,24,62,Selva,Jardín,Loreto,4,Primaria completo,4
621,82,20,21,63,Costa,Jardín,Piura,3,Secundaria completo,6
3445,84,28,15,66,Costa,Jardín,Lima Met.,4,Secundaria completo,6
219,73,23,25,63,Costa,Jardín,Piura,5,Secundaria completo,6
627,57,14,22,63,Costa,Jardín,Piura,3,Secundaria completo,6
1509,48,23,19,62,Selva,Jardín,Loreto,4,Secundaria completo,6
3168,76,22,21,65,Costa,Jardín,Lima Met.,4,Superior técnico completo,8
2342,60,23,26,63,Costa,Jardín,Piura,3,Secundaria incompleto,5
3411,73,26,16,65,Costa,Jardín,Lima Met.,4,Secundaria completo,6
881,71,32,28,62,Selva,Jardín,Loreto,4,Primaria completo,4
390,82,23,22,63,Costa,Jardín,Piura,3,Secundaria completo,6
2405,102,30,30,63,Costa,Jardín,Piura,3,Secundaria completo,6
1963,87,18,26,63,Costa,Cuna-Jardín,Piura,4,Superior técnico incompleto,7
331,98,27,28,63,Costa,Jardín,Piura,3,Secundaria completo,6
2606,74,31,21,63,Costa,Cuna-Jardín,Piura,4,Superior técnico completo,8
3255,77,28,24,66,Costa,Jardín,Lima Met.,4,Superior técnico incompleto,7
1419,120,31,31,61,Sierra,Jardín,Cusco,5,Secundaria completo,6
1285,63,20,22,62,Costa,Cuna-Jardín,Piura,4,Secundaria completo,6
388,57,20,20,63,Costa,Jardín,Piura,3,Superior universitario completo,10
2244,95,26,21,63,Sierra,Jardín,Piura,1,Superior universitario completo,10
1329,56,16,20,63,Costa,Cuna-Jardín,Piura,4,Superior técnico incompleto,7
1197,97,31,24,63,Costa,Jardín,Piura,4,Primaria incompleto,3
1401,142,35,32,61,Sierra,Jardín,Cusco,5,Superior universitario completo,10
3080,104,35,21,64,Costa,Jardín,Lima Met.,4,Secundaria completo,6
2821,77,22,23,64,Costa,Jardín,Lima Met.,4,Secundaria completo,6
2569,136,30,29,62,Selva,Jardín,Loreto,4,Primaria completo,4
340,86,20,24,63,Costa,Jardín,Piura,3,Secundaria completo,6
1539,58,26,21,62,Selva,Jardín,Loreto,4,Secundaria completo,6
1084,91,36,23,64,Sierra,Jardín,Piura,1,Primaria completo,4
1603,87,26,23,62,Selva,Jardín,Loreto,5,Secundaria completo,6
3122,81,18,20,65,Costa,Jardín,Lima Met.,4,Superior técnico completo,8
2223,107,30,22,62,Sierra,Jardín,Piura,1,Primaria completo,4
3215,113,33,29,64,Costa,Jardín,Lima Met.,4,Secundaria completo,6
3068,99,35,27,64,Costa,Jardín,Lima Met.,4,Superior técnico completo,8
323,68,20,19,61,Sierra,Jardín,Cusco,2,Secundaria completo,6
1811,96,25,25,61,Selva,Jardín,Cusco,3,Secundaria completo,6
1408,83,27,28,61,Selva,Jardín,Loreto,4,Secundaria completo,6
2085,111,28,27,62,Sierra,Jardín,Piura,1,Superior técnico completo,8
2104,74,31,25,61,Selva,Jardín,Loreto,1,Secundaria incompleto,5
778,85,22,22,62,Selva,Jardín,Loreto,3,Secundaria completo,6
2287,97,24,28,62,Costa,Jardín,Piura,5,Superior universitario completo,10
873,61,31,27,61,Selva,Jardín,Loreto,4,Secundaria incompleto,5
2279,123,25,26,62,Costa,Jardín,Piura,5,Primaria completo,4
2127,92,25,27,62,Costa,Cuna-Jardín,Piura,4,Superior universitario completo,10
1706,90,18,21,60,Selva,Jardín,Cusco,3,Secundaria completo,6
316,122,34,31,61,Sierra,Jardín,Cusco,5,Superior universitario completo,10
367,79,23,24,62,Costa,Jardín,Piura,3,Secundaria completo,6
9,94,23,25,63,Sierra,Jardín,Piura,1,Superior universitario incompleto,9
2082,71,30,29,61,Selva,Jardín,Loreto,1,Secundaria completo,6
2466,91,23,27,62,Sierra,Jardín,Piura,1,Secundaria incompleto,5
3387,92,28,27,64,Costa,Jardín,Lima Met.,4,Superior técnico completo,8
19,64,21,20,62,Sierra,Jardín,Piura,1,Superior técnico completo,8
370,152,22,24,63,Sierra,Jardín,Piura,1,Secundaria completo,6
405,60,23,23,62,Costa,Jardín,Piura,3,Secundaria incompleto,5
1601,142,30,30,61,Selva,Jardín,Loreto,5,Secundaria incompleto,5
2816,57,13,22,64,Costa,Jardín,Lima Met.,4,Secundaria incompleto,5
57,39,20,18,60,Selva,Jardín,Cusco,4,Primaria completo,4
1776,65,29,20,62,Costa,Jardín,Piura,3,Secundaria completo,6
2501,97,27,23,62,Costa,Jardín,Piura,1,Primaria completo,4
951,80,25,33,64,Costa,Jardín,Piura,4,Primaria completo,4
683,85,28,28,61,Selva,Jardín,Loreto,4,Secundaria completo,6
856,110,33,29,61,Selva,Jardín,Loreto,4,Secundaria completo,6
2182,93,25,23,62,Sierra,Jardín,Piura,1,Superior universitario incompleto,9
1242,52,15,11,65,Selva,Jardín,Loreto,4,Primaria completo,4
407,57,23,21,62,Costa,Jardín,Piura,3,Secundaria completo,6
1804,73,25,23,52,Selva,Jardín,Cusco,3,Secundaria completo,6
2078,77,27,24,60,Sierra,Jardín,Cusco,2,Primaria completo,4
1278,72,16,22,62,Costa,Cuna-Jardín,Piura,4,Secundaria incompleto,5
3443,139,25,31,64,Costa,Jardín,Lima Met.,4,Secundaria incompleto,5
2291,113,28,31,62,Costa,Jardín,Piura,5,Superior técnico incompleto,7
2571,134,23,31,61,Selva,Jardín,Loreto,4,Primaria completo,4
3469,93,25,23,64,Costa,Jardín,Lima Met.,4,Secundaria completo,6
746,75,22,19,60,Sierra,Jardín,Cusco,5,Superior universitario completo,10
1673,56,22,25,61,Selva,Jardín,Loreto,4,Primaria completo,4
788,74,20,23,60,Sierra,Cuna-Jardín,Cusco,2,Superior universitario completo,10
1557,81,24,24,61,Selva,Jardín,Loreto,4,Secundaria incompleto,5
2442,116,30,25,62,Costa,Jardín,Piura,3,Primaria completo,4
60,55,23,26,49,Selva,Jardín,Cusco,4,Secundaria completo,6
1616,74,18,19,62,Sierra,Jardín,Piura,1,Secundaria completo,6
697,72,30,25,61,Selva,Jardín,Loreto,4,Superior técnico completo,8
1602,113,29,30,62,Selva,Jardín,Loreto,5,Secundaria completo,6
3198,98,31,26,63,Costa,Jardín,Lima Met.,4,Primaria completo,4
1696,93,17,17,60,Selva,Jardín,Cusco,3,Primaria completo,4
1859,113,28,30,64,Selva,Jardín,Loreto,3,Primaria completo,4
554,137,36,34,60,Sierra,Jardín,Cusco,3,Superior universitario incompleto,9
1874,47,13,17,62,Costa,Cuna-Jardín,Piura,4,Superior técnico completo,8
2820,83,19,25,63,Costa,Jardín,Lima Met.,4,Secundaria completo,6
2532,88,32,25,62,Sierra,Jardín,Piura,1,Secundaria incompleto,5
2071,78,27,24,60,Sierra,Jardín,Cusco,2,Primaria completo,4
2827,39,20,20,63,Costa,Jardín,Lima Met.,4,Secundaria incompleto,5
676,86,28,25,61,Selva,Jardín,Loreto,4,Superior universitario completo,10
1831,79,26,18,61,Costa,Cuna-Jardín,Piura,4,Superior universitario incompleto,9
979,94,21,22,61,Selva,Jardín,Loreto,3,Secundaria completo,6
1406,79,27,28,61,Selva,Jardín,Loreto,4,Secundaria incompleto,5
718,74,30,23,60,Selva,Jardín,Loreto,4,Secundaria incompleto,5
1201,81,23,18,60,Sierra,Jardín,Cusco,5,Superior universitario completo,10
55,51,23,24,60,Selva,Jardín,Cusco,4,Secundaria completo,6
791,90,23,25,60,Sierra,Cuna-Jardín,Cusco,2,Superior universitario completo,10
155,82,21,26,62,Costa,Jardín,Piura,3,Secundaria completo,6
2390,104,35,30,61,Costa,Jardín,Piura,5,Superior universitario completo,10
3412,128,32,32,63,Costa,Jardín,Lima Met.,4,Secundaria completo,6
3466,100,29,25,63,Costa,Jardín,Lima Met.,4,Superior universitario completo,10
319,53,22,18,60,Sierra,Jardín,Cusco,2,Ninguno,1
1767,110,29,28,62,Costa,Jardín,Piura,3,Primaria completo,4
165,81,21,26,61,Costa,Jardín,Piura,3,Secundaria completo,6
1887,119,34,28,67,Costa,Cuna-Jardín,Piura,4,Secundaria completo,6
41,96,28,29,61,Sierra,Jardín,Piura,1,Superior universitario completo,10
974,108,26,27,61,Selva,Jardín,Loreto,3,Superior universitario incompleto,9
63,52,23,20,61,Selva,Jardín,Cusco,4,Secundaria completo,6
1838,133,32,29,60,Selva,Jardín,Loreto,3,Secundaria completo,6
877,68,31,26,60,Selva,Jardín,Loreto,4,Secundaria incompleto,5
3175,92,30,25,58,Costa,Jardín,Lima Met.,4,Superior universitario incompleto,9
2090,88,31,30,60,Selva,Jardín,Loreto,1,Secundaria incompleto,5
1203,133,29,25,60,Sierra,Jardín,Cusco,5,Superior universitario completo,10
1966,79,20,21,63,Costa,Cuna-Jardín,Piura,4,Secundaria completo,6
1321,63,20,22,61,Costa,Cuna-Jardín,Piura,4,Secundaria incompleto,5
366,77,24,23,61,Costa,Jardín,Piura,3,Secundaria completo,6
2818,83,23,23,64,Costa,Jardín,Lima Met.,4,Secundaria completo,6
680,69,27,24,60,Selva,Jardín,Loreto,4,Secundaria completo,6
691,82,30,28,60,Selva,Jardín,Loreto,4,Superior técnico incompleto,7
1612,102,29,28,61,Sierra,Jardín,Piura,1,Primaria completo,4
38,71,24,22,61,Sierra,Jardín,Piura,1,Superior técnico completo,8
1775,99,29,27,61,Costa,Jardín,Piura,3,Secundaria completo,6
688,95,30,29,60,Selva,Jardín,Loreto,4,Secundaria incompleto,5
1843,148,34,31,60,Selva,Jardín,Loreto,3,Secundaria incompleto,5
542,67,22,21,60,Sierra,Jardín,Cusco,3,Secundaria completo,6
795,73,19,20,60,Sierra,Cuna-Jardín,Cusco,2,Superior universitario completo,10
742,40,14,20,59,Sierra,Jardín,Cusco,5,Secundaria incompleto,5
3070,117,35,36,63,Costa,Jardín,Lima Met.,4,Superior universitario incompleto,9
2834,89,22,22,63,Costa,Jardín,Lima Met.,4,Secundaria completo,6
2459,117,31,29,61,Costa,Jardín,Piura,3,Secundaria incompleto,5
1611,131,31,27,61,Sierra,Jardín,Piura,1,Superior universitario completo,10
350,82,19,21,61,Costa,Jardín,Piura,3,Secundaria completo,6
159,82,20,26,61,Costa,Jardín,Piura,3,Secundaria completo,6
158,83,21,26,61,Costa,Jardín,Piura,3,Secundaria completo,6
1281,50,18,18,61,Costa,Cuna-Jardín,Piura,4,Secundaria completo,6
2237,65,27,24,61,Costa,Jardín,Piura,3,Primaria incompleto,3
3203,113,33,26,63,Costa,Jardín,Lima Met.,4,Secundaria completo,6
3071,91,33,35,63,Costa,Jardín,Lima Met.,4,Secundaria incompleto,5
1689,75,22,28,59,Selva,Jardín,Cusco,3,Secundaria completo,6
1055,72,25,23,59,Selva,Jardín,Cusco,4,Secundaria incompleto,5
2194,79,28,25,61,Costa,Jardín,Piura,5,Superior universitario completo,10
2447,121,26,29,62,Costa,Jardín,Piura,3,Primaria completo,4
1745,68,16,13,59,Selva,Jardín,Cusco,3,Secundaria incompleto,5
603,51,22,17,59,Sierra,Jardín,Cusco,4,Secundaria incompleto,5
16,66,18,16,61,Sierra,Jardín,Piura,1,Primaria incompleto,3
2095,108,34,31,60,Selva,Jardín,Loreto,1,Secundaria completo,6
40,43,10,16,61,Sierra,Jardín,Piura,1,Superior técnico completo,8
1062,63,21,18,60,Selva,Jardín,Cusco,4,Secundaria completo,6
21,74,25,24,61,Sierra,Jardín,Piura,1,Superior técnico incompleto,7
1968,92,27,29,62,Costa,Cuna-Jardín,Piura,4,Secundaria incompleto,5
1783,107,35,26,62,Costa,Jardín,Piura,4,Secundaria incompleto,5
1217,80,25,29,61,Costa,Jardín,Piura,3,Secundaria completo,6
693,76,28,27,60,Selva,Jardín,Loreto,4,Superior técnico incompleto,7
797,71,20,20,59,Sierra,Cuna-Jardín,Cusco,2,Superior técnico completo,8
3463,116,26,26,63,Costa,Jardín,Lima Met.,4,Superior técnico completo,8
1215,99,25,28,61,Costa,Cuna-Jardín,Piura,4,Superior técnico completo,8
3066,108,35,34,63,Costa,Jardín,Lima Met.,4,Superior técnico completo,8
1677,47,17,19,60,Selva,Jardín,Loreto,4,Secundaria incompleto,5
1625,98,23,25,61,Sierra,Jardín,Piura,1,Secundaria completo,6
1535,78,22,30,60,Selva,Jardín,Loreto,4,Superior universitario completo,10
2326,75,18,21,61,Costa,Jardín,Piura,5,Superior universitario completo,10
3088,97,35,35,61,Costa,Jardín,Lima Met.,4,Secundaria completo,6
1773,75,29,24,61,Costa,Jardín,Piura,3,Superior técnico completo,8
3218,120,30,27,64,Costa,Jardín,Lima Met.,4,Superior universitario completo,10
3213,64,16,19,63,Costa,Jardín,Lima Met.,4,Secundaria completo,6
1546,83,25,33,60,Selva,Jardín,Loreto,4,Secundaria completo,6
1649,94,25,25,60,Selva,Jardín,Loreto,4,Secundaria incompleto,5
1756,66,26,19,61,Costa,Jardín,Piura,3,Primaria incompleto,3
799,70,20,19,59,Sierra,Cuna-Jardín,Cusco,2,Superior técnico completo,8
615,44,18,18,61,Costa,Jardín,Piura,3,Secundaria completo,6
2185,62,27,18,61,Costa,Jardín,Piura,5,Secundaria completo,6
1629,115,30,31,61,Sierra,Jardín,Piura,1,Primaria completo,4
