"Codigo","Fechin","CSUM","MSUM","DSUM"
3476,"2024-08-12",102,25,23
2509,"2024-06-17",87,22,22
678,"2024-05-20",64,26,23
1969,"2024-06-17",67,20,19
3483,"2024-08-12",71,21,22
880,"2024-05-20",64,33,26
1124,"2024-06-17",92,21,25
1919,"2024-06-17",71,21,25
2510,"2024-06-17",88,21,21
2444,"2024-06-17",105,32,24
2294,"2024-06-17",86,22,28
3460,"2024-08-12",103,26,29
2812,"2024-08-12",61,21,20
2098,"2024-05-20",63,21,16
2197,"2024-06-17",111,29,33
552,"2024-04-29",124,36,34
3087,"2024-08-12",74,30,30
3386,"2024-08-12",134,31,33
64,"2024-04-29",44,21,17
2614,"2024-06-17",93,25,25
2323,"2024-06-17",80,21,27
1277,"2024-06-17",74,21,23
3073,"2024-08-12",121,34,35
1286,"2024-06-17",61,19,22
1056,"2024-04-29",56,22,18
1040,"2024-06-17",100,21,27
2192,"2024-06-17",89,29,21
2336,"2024-06-17",38,15,13
1212,"2024-06-17",86,21,28
1714,"2024-04-29",70,23,25
1839,"2024-05-20",130,32,31
872,"2024-05-20",64,31,24
692,"2024-05-20",80,28,26
245,"2024-04-29",56,19,18
965,"2024-05-20",104,24,27
876,"2024-05-20",66,29,24
1207,"2024-04-29",53,18,15
2284,"2024-06-17",122,26,30
1414,"2024-05-20",62,27,28
1054,"2024-04-29",81,24,22
3205,"2024-08-12",74,29,26
1322,"2024-06-17",62,20,20
3456,"2024-08-12",107,22,25
56,"2024-04-29",55,23,26
24,"2024-06-17",47,18,19
1621,"2024-06-17",129,28,29
368,"2024-06-17",58,18,20
65,"2024-04-29",39,16,16
1534,"2024-05-20",60,16,22
414,"2024-06-17",72,24,26
22,"2024-06-17",59,21,20
1964,"2024-06-17",80,23,26
2314,"2024-06-17",121,34,34
850,"2024-05-20",109,33,22
977,"2024-05-20",110,25,26
549,"2024-04-29",124,33,34
1761,"2024-06-17",106,28,27
3126,"2024-08-12",101,35,28
690,"2024-05-20",94,30,29
972,"2024-05-20",100,24,24
2191,"2024-06-17",81,28,19
734,"2024-04-29",71,21,22
604,"2024-04-29",49,21,17
2234,"2024-06-17",58,23,19
1668,"2024-05-20",43,18,17
1667,"2024-05-20",43,17,17
1,"2024-06-17",61,21,21
1784,"2024-06-17",74,22,19
2335,"2024-06-17",47,21,22
2196,"2024-06-17",86,26,25
2195,"2024-06-17",111,29,32
327,"2024-04-29",68,21,19
3295,"2024-08-12",88,29,25
1713,"2024-04-29",61,23,26
2503,"2024-06-17",81,19,18
1529,"2024-05-20",40,16,15
1672,"2024-05-20",70,21,28
2448,"2024-06-17",121,32,29
845,"2024-05-20",109,26,22
696,"2024-05-20",58,26,21
1869,"2024-06-17",71,20,23
736,"2024-04-29",51,18,21
252,"2024-04-29",63,22,19
1407,"2024-05-20",71,26,29
3283,"2024-08-12",145,27,31
420,"2024-06-17",111,33,30
2184,"2024-06-17",62,18,18
1198,"2024-06-17",89,31,24
3085,"2024-08-12",95,34,30
157,"2024-06-17",82,20,25
3413,"2024-08-12",53,21,18
3083,"2024-08-12",93,35,35
419,"2024-06-17",114,32,32
3485,"2024-08-12",89,25,22
2190,"2024-06-17",70,24,24
1294,"2024-06-17",54,13,19
2193,"2024-06-17",39,11,15
2500,"2024-06-17",79,19,21
750,"2024-04-29",67,22,22
1988,"2024-04-29",81,13,16
3479,"2024-08-12",65,22,19
1188,"2024-06-17",67,20,24
3372,"2024-08-12",91,30,28
1177,"2024-05-20",77,19,19
415,"2024-06-17",96,33,31
416,"2024-06-17",98,34,31
3420,"2024-08-12",138,25,28
1675,"2024-05-20",59,18,24
1690,"2024-04-29",95,28,32
1608,"2024-05-20",107,30,27
2086,"2024-06-17",94,24,22
1174,"2024-05-20",61,19,18
1078,"2024-06-17",64,27,18
1830,"2024-06-17",84,29,26
3377,"2024-08-12",59,18,22
3324,"2024-08-12",73,16,22
1544,"2024-05-20",62,21,21
2243,"2024-06-17",46,20,27
3277,"2024-08-12",90,28,22
1870,"2024-06-17",64,16,21
635,"2024-06-17",46,16,18
1075,"2024-05-20",147,31,31
58,"2024-04-29",40,20,17
2288,"2024-06-17",86,23,25
1846,"2024-05-20",126,32,31
1566,"2024-06-17",63,16,20
2826,"2024-08-12",98,23,24
1872,"2024-06-17",83,26,26
171,"2024-06-17",80,21,26
170,"2024-06-17",80,21,26
3181,"2024-08-12",101,27,24
1762,"2024-06-17",121,32,29
2460,"2024-06-17",81,32,25
2133,"2024-04-29",67,20,17
2222,"2024-06-17",71,28,18
1490,"2024-06-17",78,17,19
675,"2024-05-20",62,22,24
674,"2024-05-20",62,22,24
1632,"2024-04-29",84,20,19
2099,"2024-05-20",58,21,16
2276,"2024-06-17",61,24,22
975,"2024-05-20",80,17,18
23,"2024-06-17",41,16,15
744,"2024-04-29",69,21,21
1622,"2024-06-17",97,23,26
968,"2024-05-20",84,19,24
3321,"2024-08-12",148,25,35
3326,"2024-08-12",142,29,31
3489,"2024-08-12",92,30,28
2246,"2024-06-17",40,11,15
337,"2024-06-17",64,14,21
508,"2024-05-20",85,20,19
1541,"2024-05-20",75,22,22
1695,"2024-04-29",83,17,17
1540,"2024-05-20",59,18,22
601,"2024-04-29",55,22,20
506,"2024-05-20",95,29,34
976,"2024-05-20",99,23,25
1082,"2024-06-17",85,29,26
417,"2024-06-17",119,34,33
2245,"2024-06-17",71,24,22
2570,"2024-05-20",51,16,18
432,"2024-04-29",88,31,29
535,"2024-04-29",73,20,22
2507,"2024-06-17",81,18,22
3397,"2024-08-12",129,29,33
169,"2024-06-17",74,22,25
789,"2024-04-29",76,20,23
2275,"2024-06-17",54,21,20
2527,"2024-06-17",48,15,22
1619,"2024-06-17",81,19,20
2315,"2024-06-17",101,33,33
1585,"2024-05-20",80,22,24
1626,"2024-06-17",102,26,25
435,"2024-04-29",117,30,31
636,"2024-06-17",69,20,23
1663,"2024-05-20",71,23,29
695,"2024-05-20",66,27,25
3444,"2024-08-12",86,34,17
1676,"2024-05-20",67,20,27
3212,"2024-08-12",112,33,27
1743,"2024-04-29",92,19,26
2833,"2024-08-12",57,20,20
738,"2024-04-29",44,19,22
1917,"2024-06-17",87,24,25
2005,"2024-05-20",62,25,21
1774,"2024-06-17",83,29,22
39,"2024-06-17",60,22,20
1623,"2024-06-17",113,25,31
1488,"2024-06-17",62,17,19
436,"2024-04-29",84,22,24
1768,"2024-06-17",52,24,23
1932,"2024-04-29",77,21,24
1392,"2024-06-17",77,22,19
2083,"2024-05-20",61,25,29
1194,"2024-06-17",87,21,29
3307,"2024-08-12",98,22,25
1420,"2024-04-29",112,28,31
1930,"2024-04-29",75,18,16
2204,"2024-06-17",99,27,25
3077,"2024-08-12",116,36,36
1845,"2024-05-20",106,30,29
1489,"2024-06-17",79,29,23
1759,"2024-06-17",42,24,21
2446,"2024-06-17",74,31,26
1275,"2024-06-17",100,24,27
1202,"2024-04-29",100,28,28
1556,"2024-05-20",48,20,21
2388,"2024-06-17",94,31,33
1426,"2024-04-29",69,24,19
1296,"2024-06-17",50,18,18
1123,"2024-06-17",73,14,22
1186,"2024-05-20",77,24,18
1239,"2024-06-17",68,20,22
1693,"2024-04-29",94,18,19
1757,"2024-06-17",59,27,21
3448,"2024-08-12",76,25,13
1688,"2024-04-29",86,19,26
752,"2024-04-29",72,22,20
3084,"2024-08-12",85,30,33
598,"2024-04-29",67,22,17
3009,"2024-08-12",101,30,27
743,"2024-04-29",75,24,18
3328,"2024-08-12",91,19,20
1715,"2024-04-29",74,24,26
1634,"2024-04-29",68,19,18
550,"2024-04-29",83,26,21
2202,"2024-06-17",75,19,21
1700,"2024-04-29",75,23,23
49,"2024-04-29",49,21,18
2502,"2024-06-17",49,15,19
1605,"2024-05-20",97,29,25
1129,"2024-06-17",101,23,27
3432,"2024-08-12",109,29,26
2829,"2024-08-12",120,25,29
2203,"2024-06-17",121,33,34
51,"2024-04-29",37,16,17
2221,"2024-06-17",73,22,20
2226,"2024-06-17",71,24,19
3426,"2024-08-12",137,32,30
1571,"2024-06-17",120,33,28
749,"2024-04-29",64,20,21
1769,"2024-06-17",40,22,19
1770,"2024-06-17",36,22,17
1403,"2024-06-17",62,17,17
1243,"2024-06-17",69,18,22
1059,"2024-04-29",86,23,21
733,"2024-04-29",56,18,20
2293,"2024-06-17",90,22,27
2817,"2024-08-12",79,22,21
2236,"2024-06-17",54,23,26
1755,"2024-06-17",37,17,16
3195,"2024-08-12",72,32,21
971,"2024-05-20",80,21,23
1754,"2024-06-17",64,25,20
1293,"2024-06-17",52,20,21
1785,"2024-06-17",69,23,17
1927,"2024-04-29",84,22,23
2830,"2024-08-12",60,23,21
1707,"2024-04-29",75,18,14
251,"2024-04-29",60,21,19
2077,"2024-04-29",73,24,24
1694,"2024-04-29",90,21,18
2224,"2024-06-17",84,27,21
3457,"2024-08-12",112,23,30
3523,"2024-08-12",83,24,18
2445,"2024-06-17",134,32,27
1965,"2024-06-17",83,25,27
3392,"2024-08-12",131,25,30
537,"2024-04-29",60,16,19
2616,"2024-06-17",59,16,22
2,"2024-06-17",52,20,23
1635,"2024-04-29",81,22,27
3399,"2024-08-12",99,22,31
2292,"2024-06-17",64,17,24
2537,"2024-06-17",85,31,25
1199,"2024-06-17",67,20,21
1208,"2024-04-29",67,22,21
2084,"2024-06-17",98,20,29
2810,"2024-08-12",105,20,26
161,"2024-06-17",85,20,26
794,"2024-04-29",77,22,21
61,"2024-04-29",41,20,18
1210,"2024-06-17",75,22,22
2206,"2024-06-17",79,24,23
2528,"2024-06-17",76,28,25
3178,"2024-08-12",87,31,24
967,"2024-05-20",103,25,27
54,"2024-04-29",64,21,25
249,"2024-04-29",67,20,21
1711,"2024-04-29",70,25,24
1218,"2024-06-17",96,29,29
747,"2024-04-29",53,18,21
2205,"2024-06-17",109,22,22
1283,"2024-06-17",42,15,19
798,"2024-04-29",75,21,24
1795,"2024-05-20",89,28,28
633,"2024-06-17",50,19,21
1418,"2024-04-29",117,29,30
793,"2024-04-29",73,21,20
2073,"2024-04-29",70,22,20
1606,"2024-05-20",112,30,29
1607,"2024-05-20",80,22,18
344,"2024-06-17",71,15,21
735,"2024-04-29",70,19,22
1633,"2024-04-29",77,21,17
2811,"2024-08-12",50,19,20
905,"2024-04-29",77,25,22
2587,"2024-04-29",45,17,17
1746,"2024-04-29",80,18,18
2225,"2024-06-17",81,23,25
1934,"2024-04-29",79,21,23
1289,"2024-06-17",70,24,24
684,"2024-05-20",74,26,29
3011,"2024-08-12",98,22,21
3006,"2024-08-12",101,22,23
1175,"2024-05-20",51,16,15
1060,"2024-04-29",54,18,18
2585,"2024-04-29",81,24,22
907,"2024-04-29",37,19,15
1425,"2024-04-29",77,26,18
3451,"2024-08-12",85,23,22
2831,"2024-08-12",81,18,21
544,"2024-04-29",54,17,20
3251,"2024-08-12",72,21,18
2814,"2024-08-12",74,22,22
3390,"2024-08-12",52,15,18
1081,"2024-06-17",104,35,25
1787,"2024-06-17",110,33,33
2230,"2024-06-17",46,16,19
2232,"2024-06-17",58,20,20
2455,"2024-06-17",106,28,28
944,"2024-04-29",138,30,29
677,"2024-05-20",88,28,26
689,"2024-05-20",72,27,24
2823,"2024-08-12",81,23,23
1276,"2024-06-17",84,20,23
1617,"2024-06-17",126,23,27
1412,"2024-05-20",55,25,28
2280,"2024-06-17",92,23,31
3404,"2024-08-12",137,25,31
1666,"2024-05-20",51,19,21
2325,"2024-06-17",66,15,26
3465,"2024-08-12",94,31,27
1650,"2024-05-20",80,29,24
2535,"2024-06-17",86,33,27
3211,"2024-08-12",75,32,24
2295,"2024-06-17",90,21,27
3455,"2024-08-12",51,10,19
35,"2024-06-17",42,17,18
3063,"2024-08-12",116,34,35
1778,"2024-04-29",86,24,22
1393,"2024-06-17",70,17,19
857,"2024-05-20",61,13,24
1716,"2024-04-29",81,28,31
1873,"2024-06-17",68,21,19
1636,"2024-04-29",83,19,13
3396,"2024-08-12",78,21,21
883,"2024-05-20",61,30,22
2825,"2024-08-12",56,21,19
2181,"2024-06-17",99,26,24
1989,"2024-04-29",66,26,17
1613,"2024-06-17",86,23,23
3496,"2024-08-12",105,27,24
1187,"2024-05-20",77,19,19
943,"2024-04-29",139,31,28
2970,"2024-08-12",82,22,24
332,"2024-06-17",87,19,23
942,"2024-04-29",142,31,31
1125,"2024-06-17",76,18,23
50,"2024-04-29",37,14,18
2123,"2024-05-20",60,25,18
2815,"2024-08-12",68,23,20
3276,"2024-08-12",91,14,26
854,"2024-05-20",105,31,29
324,"2024-04-29",67,20,19
849,"2024-05-20",107,33,31
1764,"2024-06-17",46,25,21
913,"2024-04-29",50,19,20
2454,"2024-06-17",86,28,25
2962,"2024-08-12",101,25,29
365,"2024-06-17",51,22,23
2132,"2024-04-29",46,15,17
2183,"2024-06-17",53,18,21
1651,"2024-05-20",79,28,25
254,"2024-04-29",55,17,19
539,"2024-04-29",65,22,21
3474,"2024-08-12",106,25,24
1213,"2024-06-17",80,20,24
1295,"2024-06-17",60,19,23
912,"2024-04-29",35,15,13
3522,"2024-08-12",66,22,15
1133,"2024-04-29",33,25,16
2290,"2024-06-17",39,13,15
3410,"2024-08-12",53,20,17
941,"2024-04-29",143,30,30
600,"2024-04-29",58,23,19
802,"2024-04-29",68,22,18
3494,"2024-08-12",89,22,22
411,"2024-04-29",32,18,8
1779,"2024-04-29",85,24,26
2128,"2024-06-17",74,21,22
842,"2024-05-20",117,34,31
3007,"2024-08-12",80,30,29
1379,"2024-05-20",78,21,22
3403,"2024-08-12",85,24,23
1712,"2024-04-29",82,26,26
1699,"2024-04-29",95,25,32
914,"2024-04-29",35,16,14
1422,"2024-04-29",116,28,31
1847,"2024-05-20",77,21,28
3471,"2024-08-12",99,23,28
250,"2024-04-29",60,21,20
1260,"2024-06-17",76,19,22
1812,"2024-04-29",77,23,25
1080,"2024-06-17",72,31,24
1409,"2024-05-20",58,25,29
348,"2024-06-17",71,15,20
3422,"2024-08-12",72,20,22
606,"2024-04-29",53,22,17
3521,"2024-08-12",102,28,19
1614,"2024-06-17",82,25,23
2088,"2024-06-17",59,18,17
1652,"2024-05-20",57,25,17
754,"2024-04-29",63,18,19
1547,"2024-05-20",80,21,30
509,"2024-05-20",81,21,20
1324,"2024-06-17",58,18,21
1191,"2024-04-29",58,23,20
255,"2024-04-29",64,19,20
938,"2024-04-29",140,32,30
875,"2024-05-20",62,29,22
412,"2024-04-29",47,17,21
1165,"2024-06-17",65,19,19
1402,"2024-04-29",119,31,32
42,"2024-06-17",65,23,20
2240,"2024-06-17",74,27,25
2819,"2024-08-12",74,16,23
681,"2024-05-20",90,29,29
909,"2024-04-29",41,14,18
796,"2024-04-29",70,20,21
1128,"2024-06-17",75,21,24
2536,"2024-06-17",78,26,25
758,"2024-04-29",66,21,20
3484,"2024-08-12",69,23,20
3491,"2024-08-12",79,21,23
1669,"2024-05-20",52,19,23
3186,"2024-08-12",46,27,20
336,"2024-06-17",67,16,18
874,"2024-05-20",71,28,24
2529,"2024-06-17",73,30,23
328,"2024-04-29",67,21,19
878,"2024-05-20",66,31,26
1709,"2024-04-29",73,18,19
617,"2024-06-17",42,16,20
1665,"2024-05-20",55,17,24
37,"2024-06-17",36,13,14
1938,"2024-06-17",96,24,27
1076,"2024-05-20",139,33,35
2220,"2024-06-17",65,21,20
333,"2024-06-17",67,14,20
164,"2024-06-17",80,21,22
52,"2024-04-29",42,19,20
1262,"2024-06-17",67,19,23
748,"2024-04-29",48,17,20
1053,"2024-04-29",59,14,17
614,"2024-06-17",47,17,19
3089,"2024-08-12",95,33,33
2452,"2024-06-17",68,26,22
1166,"2024-06-17",67,20,16
533,"2024-05-20",94,25,35
3487,"2024-08-12",107,25,24
2289,"2024-06-17",36,14,15
1925,"2024-06-17",57,18,17
739,"2024-04-29",43,14,24
2330,"2024-06-17",74,18,29
1604,"2024-05-20",81,20,22
1708,"2024-04-29",78,18,20
759,"2024-04-29",35,12,19
3382,"2024-08-12",59,19,16
243,"2024-04-29",63,21,20
1231,"2024-06-17",62,16,23
1398,"2024-06-17",79,24,20
531,"2024-05-20",71,19,17
1200,"2024-04-29",87,28,30
937,"2024-04-29",137,32,30
338,"2024-06-17",64,15,19
2200,"2024-06-17",82,30,25
1710,"2024-04-29",57,18,23
2389,"2024-06-17",96,31,31
741,"2024-04-29",66,20,21
1829,"2024-06-17",37,11,13
1828,"2024-06-17",37,15,12
1232,"2024-06-17",63,19,21
966,"2024-05-20",82,19,22
163,"2024-04-29",36,18,14
908,"2024-04-29",41,16,16
987,"2024-06-17",70,24,23
335,"2024-06-17",80,18,21
2103,"2024-05-20",75,25,22
2214,"2024-06-17",65,19,18
343,"2024-06-17",84,15,20
1399,"2024-04-29",92,25,27
162,"2024-04-29",41,15,18
1691,"2024-04-29",60,18,24
166,"2024-06-17",87,22,26
410,"2024-04-29",50,18,22
2100,"2024-05-20",70,26,17
2451,"2024-06-17",71,21,21
20,"2024-06-17",34,15,17
2201,"2024-06-17",93,27,27
2449,"2024-06-17",74,25,18
1939,"2024-06-17",107,27,27
2443,"2024-06-17",82,19,20
36,"2024-06-17",69,22,24
1936,"2024-04-29",84,19,24
2247,"2024-06-17",69,17,20
843,"2024-05-20",105,28,25
326,"2024-04-29",68,20,18
607,"2024-04-29",52,21,17
2109,"2024-05-20",89,34,30
2102,"2024-05-20",70,24,18
1656,"2024-05-20",69,25,18
325,"2024-04-29",42,11,15
1967,"2024-06-17",62,13,19
851,"2024-05-20",108,35,28
1670,"2024-05-20",51,21,24
364,"2024-06-17",56,22,22
2586,"2024-04-29",86,26,24
2854,"2024-08-12",119,28,28
2860,"2024-08-12",118,30,27
2847,"2024-08-12",115,27,30
2852,"2024-08-12",85,21,21
2135,"2024-04-29",45,12,17
2218,"2024-06-17",74,27,22
1417,"2024-06-17",59,20,20
634,"2024-06-17",69,19,22
2862,"2024-08-12",107,20,27
751,"2024-04-29",63,22,19
2875,"2024-08-12",110,27,28
2334,"2024-06-17",35,14,19
2333,"2024-06-17",48,17,18
2239,"2024-06-17",85,26,11
2387,"2024-06-17",106,33,30
154,"2024-06-17",74,20,25
2456,"2024-06-17",74,25,18
1074,"2024-05-20",146,33,31
886,"2024-06-17",85,31,33
1940,"2024-05-20",49,10,20
3189,"2024-08-12",70,27,21
2120,"2024-05-20",77,24,22
2285,"2024-06-17",81,23,25
3279,"2024-08-12",109,23,27
2097,"2024-05-20",61,21,18
3010,"2024-08-12",58,14,17
2604,"2024-06-17",136,35,34
3075,"2024-08-12",112,35,35
3492,"2024-08-12",80,25,21
2145,"2024-04-29",86,26,21
479,"2024-05-20",144,35,29
492,"2024-05-20",106,25,24
3435,"2024-08-12",74,19,20
2565,"2024-06-17",86,26,25
3140,"2024-08-12",108,35,29
2400,"2024-06-17",130,35,34
3475,"2024-08-12",146,36,27
2886,"2024-08-12",102,31,26
698,"2024-05-20",138,32,34
404,"2024-06-17",78,23,23
1157,"2024-06-17",70,24,27
418,"2024-06-17",63,26,24
