"Código","Cuatrimestre","Escala_Cog.","Escala_Mot.","Escala_Soc","Escala_Dis."
2364,"1 (Ene-Mar)",121,34,77,35
2564,"1 (Ene-Mar)",82,20,43,18
624,"1 (Ene-Mar)",70,20,57,22
385,"1 (Ene-Mar)",153,20,73,30
769,"1 (Ene-Mar)",92,29,60,23
3384,"1 (Ene-Mar)",65,19,57,15
3345,"1 (Ene-Mar)",117,27,59,24
1027,"1 (Ene-Mar)",84,25,63,30
1788,"1 (Ene-Mar)",59,28,70,24
3107,"1 (Ene-Mar)",95,28,52,21
26,"1 (Ene-Mar)",101,25,57,27
271,"1 (Ene-Mar)",85,21,62,27
2375,"1 (Ene-Mar)",123,32,77,34
2270,"1 (Ene-Mar)",128,36,61,35
609,"1 (Ene-Mar)",65,24,54,17
3136,"1 (Ene-Mar)",93,28,55,22
3418,"1 (Ene-Mar)",109,29,57,20
1245,"1 (Ene-Mar)",106,26,58,26
2506,"1 (Ene-Mar)",99,26,62,27
3256,"2 (Abr-Jun)",144,32,59,30
832,"1 (Ene-Mar)",70,33,63,22
399,"1 (Ene-Mar)",87,24,60,22
1222,"1 (Ene-Mar)",73,29,56,23
2524,"1 (Ene-Mar)",81,33,62,25
2411,"1 (Ene-Mar)",83,27,57,26
3365,"1 (Ene-Mar)",153,36,56,28
1320,"1 (Ene-Mar)",62,23,61,27
2573,"1 (Ene-Mar)",114,29,57,30
398,"1 (Ene-Mar)",72,21,52,18
1454,"1 (Ene-Mar)",62,25,53,19
284,"1 (Ene-Mar)",79,24,55,28
280,"1 (Ene-Mar)",90,23,57,24
2401,"1 (Ene-Mar)",83,29,70,27
1031,"1 (Ene-Mar)",87,24,64,23
3157,"3 (Jul-Sep)",102,32,64,31
1119,"1 (Ene-Mar)",51,13,46,16
948,"1 (Ene-Mar)",98,29,66,32
3477,"1 (Ene-Mar)",82,21,46,17
258,"1 (Ene-Mar)",57,19,57,21
928,"1 (Ene-Mar)",54,19,56,18
359,"1 (Ene-Mar)",78,17,46,19
2404,"1 (Ene-Mar)",81,26,60,24
1360,"1 (Ene-Mar)",67,19,56,21
1041,"1 (Ene-Mar)",92,31,49,27
3271,"1 (Ene-Mar)",100,21,52,22
3158,"3 (Jul-Sep)",135,34,72,31
819,"1 (Ene-Mar)",98,32,72,24
1023,"1 (Ene-Mar)",69,24,59,23
3305,"1 (Ene-Mar)",77,23,43,24
216,"1 (Ene-Mar)",79,23,53,25
1107,"1 (Ene-Mar)",42,13,37,12
3340,"1 (Ene-Mar)",86,24,52,22
298,"1 (Ene-Mar)",83,25,55,29
2252,"1 (Ene-Mar)",83,24,58,27
2350,"1 (Ene-Mar)",59,25,68,18
815,"1 (Ene-Mar)",63,20,39,20
393,"1 (Ene-Mar)",61,24,55,23
290,"1 (Ene-Mar)",56,23,55,27
291,"1 (Ene-Mar)",48,20,55,22
2392,"1 (Ene-Mar)",110,32,59,27
3188,"2 (Abr-Jun)",156,36,63,30
3378,"1 (Ene-Mar)",54,18,51,12
2261,"1 (Ene-Mar)",74,25,54,23
292,"1 (Ene-Mar)",66,22,55,25
915,"1 (Ene-Mar)",68,22,59,19
916,"1 (Ene-Mar)",74,19,57,18
622,"1 (Ene-Mar)",73,18,50,20
773,"1 (Ene-Mar)",92,25,58,25
1302,"1 (Ene-Mar)",70,21,59,30
724,"1 (Ene-Mar)",110,33,69,28
1183,"1 (Ene-Mar)",73,20,47,17
935,"1 (Ene-Mar)",79,20,69,23
3177,"3 (Jul-Sep)",121,34,48,27
924,"1 (Ene-Mar)",84,19,59,22
618,"1 (Ene-Mar)",69,22,51,20
463,"1 (Ene-Mar)",96,24,47,22
1235,"1 (Ene-Mar)",67,19,54,18
2560,"1 (Ene-Mar)",112,27,54,23
1865,"1 (Ene-Mar)",77,31,70,24
380,"1 (Ene-Mar)",154,26,77,28
270,"1 (Ene-Mar)",70,20,59,23
1225,"1 (Ene-Mar)",68,29,52,21
3473,"1 (Ene-Mar)",140,36,56,25
621,"1 (Ene-Mar)",82,20,57,21
3445,"1 (Ene-Mar)",84,28,55,15
219,"1 (Ene-Mar)",73,23,51,25
627,"1 (Ene-Mar)",57,14,56,22
1509,"1 (Ene-Mar)",48,23,50,19
3168,"1 (Ene-Mar)",76,22,55,21
2342,"1 (Ene-Mar)",60,23,63,26
3411,"1 (Ene-Mar)",73,26,58,16
881,"2 (Abr-Jun)",71,32,57,28
390,"1 (Ene-Mar)",82,23,56,22
2405,"1 (Ene-Mar)",102,30,69,30
1963,"2 (Abr-Jun)",87,18,60,26
331,"2 (Abr-Jun)",98,27,61,28
2606,"1 (Ene-Mar)",74,31,59,21
3255,"1 (Ene-Mar)",77,28,56,24
1419,"2 (Abr-Jun)",120,31,70,31
1285,"2 (Abr-Jun)",63,20,63,22
388,"1 (Ene-Mar)",57,20,52,20
2244,"2 (Abr-Jun)",95,26,62,21
1329,"2 (Abr-Jun)",56,16,63,20
1197,"2 (Abr-Jun)",97,31,60,24
1401,"2 (Abr-Jun)",142,35,74,32
3080,"2 (Abr-Jun)",104,35,77,21
2821,"2 (Abr-Jun)",77,22,52,23
2569,"2 (Abr-Jun)",136,30,57,29
340,"2 (Abr-Jun)",86,20,56,24
1539,"2 (Abr-Jun)",58,26,59,21
1084,"1 (Ene-Mar)",91,36,64,23
1603,"2 (Abr-Jun)",87,26,62,23
3122,"1 (Ene-Mar)",81,18,54,20
2223,"2 (Abr-Jun)",107,30,59,22
3215,"2 (Abr-Jun)",113,33,76,29
3068,"2 (Abr-Jun)",99,35,51,27
323,"2 (Abr-Jun)",68,20,58,19
1811,"2 (Abr-Jun)",96,25,61,25
1408,"2 (Abr-Jun)",83,27,76,28
2085,"2 (Abr-Jun)",111,28,66,27
2104,"2 (Abr-Jun)",74,31,63,25
778,"1 (Ene-Mar)",85,22,54,22
2287,"2 (Abr-Jun)",97,24,52,28
873,"2 (Abr-Jun)",61,31,57,27
2279,"2 (Abr-Jun)",123,25,61,26
2127,"2 (Abr-Jun)",92,25,65,27
1706,"2 (Abr-Jun)",90,18,50,21
316,"2 (Abr-Jun)",122,34,76,31
367,"2 (Abr-Jun)",79,23,59,24
9,"1 (Ene-Mar)",94,23,57,25
2082,"2 (Abr-Jun)",71,30,60,29
2466,"2 (Abr-Jun)",91,23,69,27
3387,"1 (Ene-Mar)",92,28,58,27
19,"2 (Abr-Jun)",64,21,49,20
370,"1 (Ene-Mar)",152,22,51,24
405,"2 (Abr-Jun)",60,23,56,23
1601,"2 (Abr-Jun)",142,30,65,30
2816,"2 (Abr-Jun)",57,13,49,22
57,"2 (Abr-Jun)",39,20,50,18
1776,"2 (Abr-Jun)",65,29,64,20
2501,"2 (Abr-Jun)",97,27,51,23
951,"1 (Ene-Mar)",80,25,67,33
683,"2 (Abr-Jun)",85,28,67,28
856,"2 (Abr-Jun)",110,33,68,29
2182,"2 (Abr-Jun)",93,25,51,23
1242,"4 (Oct-Dic)",52,15,41,11
407,"2 (Abr-Jun)",57,23,55,21
1804,"1 (Ene-Mar)",73,25,59,23
2078,"2 (Abr-Jun)",77,27,59,24
1278,"2 (Abr-Jun)",72,16,56,22
3443,"2 (Abr-Jun)",139,25,68,31
2291,"2 (Abr-Jun)",113,28,54,31
2571,"2 (Abr-Jun)",134,23,56,31
3469,"2 (Abr-Jun)",93,25,47,23
746,"2 (Abr-Jun)",75,22,57,19
1673,"2 (Abr-Jun)",56,22,50,25
788,"2 (Abr-Jun)",74,20,55,23
1557,"2 (Abr-Jun)",81,24,66,24
2442,"2 (Abr-Jun)",116,30,60,25
60,"2 (Abr-Jun)",55,23,57,26
1616,"2 (Abr-Jun)",74,18,47,19
697,"2 (Abr-Jun)",72,30,68,25
1602,"2 (Abr-Jun)",113,29,64,30
3198,"2 (Abr-Jun)",98,31,69,26
1696,"2 (Abr-Jun)",93,17,51,17
1859,"1 (Ene-Mar)",113,28,73,30
554,"2 (Abr-Jun)",137,36,64,34
1874,"2 (Abr-Jun)",47,13,42,17
2820,"2 (Abr-Jun)",83,19,59,25
2532,"2 (Abr-Jun)",88,32,67,25
2071,"2 (Abr-Jun)",78,27,61,24
2827,"2 (Abr-Jun)",39,20,45,20
676,"2 (Abr-Jun)",86,28,67,25
1831,"2 (Abr-Jun)",79,26,46,18
979,"2 (Abr-Jun)",94,21,52,22
1406,"2 (Abr-Jun)",79,27,62,28
718,"2 (Abr-Jun)",74,30,62,23
1201,"2 (Abr-Jun)",81,23,40,18
55,"2 (Abr-Jun)",51,23,57,24
791,"2 (Abr-Jun)",90,23,55,25
155,"2 (Abr-Jun)",82,21,52,26
2390,"2 (Abr-Jun)",104,35,76,30
3412,"2 (Abr-Jun)",128,32,67,32
3466,"2 (Abr-Jun)",100,29,66,25
319,"2 (Abr-Jun)",53,22,49,18
1767,"2 (Abr-Jun)",110,29,77,28
165,"2 (Abr-Jun)",81,21,56,26
1887,"4 (Oct-Dic)",119,34,77,28
41,"2 (Abr-Jun)",96,28,63,29
974,"2 (Abr-Jun)",108,26,63,27
63,"2 (Abr-Jun)",52,23,48,20
1838,"2 (Abr-Jun)",133,32,73,29
877,"2 (Abr-Jun)",68,31,55,26
3175,"4 (Oct-Dic)",92,30,69,25
2090,"2 (Abr-Jun)",88,31,65,30
1203,"2 (Abr-Jun)",133,29,60,25
1966,"2 (Abr-Jun)",79,20,50,21
1321,"2 (Abr-Jun)",63,20,63,22
366,"2 (Abr-Jun)",77,24,56,23
2818,"2 (Abr-Jun)",83,23,53,23
680,"2 (Abr-Jun)",69,27,66,24
691,"2 (Abr-Jun)",82,30,67,28
1612,"2 (Abr-Jun)",102,29,65,28
38,"2 (Abr-Jun)",71,24,51,22
1775,"2 (Abr-Jun)",99,29,77,27
688,"2 (Abr-Jun)",95,30,64,29
1843,"2 (Abr-Jun)",148,34,76,31
542,"2 (Abr-Jun)",67,22,56,21
795,"2 (Abr-Jun)",73,19,53,20
742,"2 (Abr-Jun)",40,14,49,20
3070,"2 (Abr-Jun)",117,35,70,36
2834,"2 (Abr-Jun)",89,22,50,22
2459,"2 (Abr-Jun)",117,31,63,29
1611,"2 (Abr-Jun)",131,31,69,27
350,"2 (Abr-Jun)",82,19,55,21
159,"2 (Abr-Jun)",82,20,55,26
158,"2 (Abr-Jun)",83,21,55,26
1281,"2 (Abr-Jun)",50,18,52,18
2237,"2 (Abr-Jun)",65,27,66,24
3203,"2 (Abr-Jun)",113,33,72,26
3071,"2 (Abr-Jun)",91,33,73,35
1689,"2 (Abr-Jun)",75,22,68,28
1055,"2 (Abr-Jun)",72,25,57,23
2194,"2 (Abr-Jun)",79,28,60,25
2447,"2 (Abr-Jun)",121,26,69,29
1745,"2 (Abr-Jun)",68,16,48,13
603,"2 (Abr-Jun)",51,22,54,17
16,"2 (Abr-Jun)",66,18,45,16
2095,"2 (Abr-Jun)",108,34,66,31
40,"2 (Abr-Jun)",43,10,42,16
1062,"2 (Abr-Jun)",63,21,50,18
21,"2 (Abr-Jun)",74,25,55,24
1968,"2 (Abr-Jun)",92,27,59,29
1783,"2 (Abr-Jun)",107,35,59,26
1217,"2 (Abr-Jun)",80,25,69,29
693,"2 (Abr-Jun)",76,28,66,27
797,"2 (Abr-Jun)",71,20,51,20
3463,"2 (Abr-Jun)",116,26,51,26
1215,"2 (Abr-Jun)",99,25,64,28
3066,"2 (Abr-Jun)",108,35,73,34
1677,"2 (Abr-Jun)",47,17,53,19
1625,"2 (Abr-Jun)",98,23,55,25
1535,"2 (Abr-Jun)",78,22,64,30
2326,"2 (Abr-Jun)",75,18,47,21
3088,"3 (Jul-Sep)",97,35,73,35
1773,"2 (Abr-Jun)",75,29,68,24
3218,"2 (Abr-Jun)",120,30,74,27
3213,"2 (Abr-Jun)",64,16,62,19
1546,"2 (Abr-Jun)",83,25,65,33
1649,"2 (Abr-Jun)",94,25,65,25
1756,"2 (Abr-Jun)",66,26,73,19
799,"2 (Abr-Jun)",70,20,56,19
615,"2 (Abr-Jun)",44,18,44,18
2185,"2 (Abr-Jun)",62,27,49,18
1629,"2 (Abr-Jun)",115,30,56,31
753,"2 (Abr-Jun)",49,16,52,22
2108,"2 (Abr-Jun)",78,24,57,23
970,"2 (Abr-Jun)",101,25,55,27
1744,"2 (Abr-Jun)",92,18,63,25
318,"2 (Abr-Jun)",75,20,59,21
2531,"2 (Abr-Jun)",93,32,69,25
3425,"2 (Abr-Jun)",131,31,76,31
1871,"2 (Abr-Jun)",87,22,56,28
946,"2 (Abr-Jun)",143,31,43,29
341,"2 (Abr-Jun)",84,20,52,23
964,"3 (Jul-Sep)",79,21,51,21
2462,"2 (Abr-Jun)",89,31,66,25
2277,"2 (Abr-Jun)",132,28,68,34
3450,"2 (Abr-Jun)",68,19,50,24
2130,"2 (Abr-Jun)",70,19,50,18
346,"2 (Abr-Jun)",83,21,52,22
1702,"2 (Abr-Jun)",97,28,73,34
3221,"1 (Ene-Mar)",59,19,51,20
1284,"2 (Abr-Jun)",63,20,65,23
437,"2 (Abr-Jun)",75,23,47,19
1765,"2 (Abr-Jun)",68,30,70,22
1326,"2 (Abr-Jun)",56,17,62,19
694,"2 (Abr-Jun)",109,30,67,28
527,"2 (Abr-Jun)",101,31,64,36
1325,"2 (Abr-Jun)",49,16,63,19
1772,"2 (Abr-Jun)",75,27,72,22
1400,"2 (Abr-Jun)",102,28,66,30
616,"2 (Abr-Jun)",62,20,53,21
1127,"2 (Abr-Jun)",102,22,63,28
2235,"2 (Abr-Jun)",79,27,52,16
2331,"2 (Abr-Jun)",66,15,49,28
3459,"2 (Abr-Jun)",113,25,53,26
686,"2 (Abr-Jun)",97,29,67,26
605,"2 (Abr-Jun)",63,24,48,18
848,"2 (Abr-Jun)",112,32,73,31
2828,"2 (Abr-Jun)",115,27,62,28
2211,"2 (Abr-Jun)",80,25,55,23
342,"2 (Abr-Jun)",83,21,59,22
3419,"2 (Abr-Jun)",76,22,50,22
1698,"2 (Abr-Jun)",87,25,69,32
1244,"2 (Abr-Jun)",67,18,59,22
2386,"2 (Abr-Jun)",96,32,75,33
2508,"2 (Abr-Jun)",102,23,53,21
1671,"2 (Abr-Jun)",51,18,45,19
844,"2 (Abr-Jun)",109,31,73,25
2131,"2 (Abr-Jun)",42,13,51,14
732,"2 (Abr-Jun)",79,22,54,21
2147,"2 (Abr-Jun)",116,26,63,30
1664,"2 (Abr-Jun)",76,20,55,31
1771,"2 (Abr-Jun)",75,28,67,23
3379,"2 (Abr-Jun)",71,20,57,22
3323,"2 (Abr-Jun)",120,22,52,23
1570,"2 (Abr-Jun)",117,31,67,29
853,"3 (Jul-Sep)",110,31,78,31
334,"2 (Abr-Jun)",93,20,54,24
2105,"3 (Jul-Sep)",71,25,57,18
330,"2 (Abr-Jun)",76,19,52,23
2441,"2 (Abr-Jun)",123,30,59,23
1588,"2 (Abr-Jun)",141,30,65,30
551,"3 (Jul-Sep)",128,34,59,34
3430,"3 (Jul-Sep)",88,24,59,26
3200,"3 (Jul-Sep)",116,35,67,26
1692,"3 (Jul-Sep)",90,25,67,33
3464,"3 (Jul-Sep)",136,24,66,29
2329,"2 (Abr-Jun)",72,15,49,25
2453,"2 (Abr-Jun)",95,32,63,27
3416,"3 (Jul-Sep)",69,14,46,18
687,"3 (Jul-Sep)",74,27,67,28
757,"3 (Jul-Sep)",67,17,58,20
973,"3 (Jul-Sep)",89,24,58,23
1323,"3 (Jul-Sep)",64,18,65,21
1777,"3 (Jul-Sep)",78,24,49,28
403,"4 (Oct-Dic)",80,24,55,21
2216,"2 (Abr-Jun)",83,31,65,22
2813,"3 (Jul-Sep)",87,25,56,21
760,"3 (Jul-Sep)",87,23,56,24
1661,"2 (Abr-Jun)",78,29,59,26
1214,"3 (Jul-Sep)",78,19,56,22
369,"3 (Jul-Sep)",56,21,54,23
1494,"3 (Jul-Sep)",90,28,70,27
1211,"3 (Jul-Sep)",93,22,63,25
1493,"3 (Jul-Sep)",104,29,66,26
2087,"3 (Jul-Sep)",40,14,50,15
2209,"2 (Abr-Jun)",84,29,60,21
1491,"3 (Jul-Sep)",62,21,61,22
1196,"3 (Jul-Sep)",58,17,61,19
160,"3 (Jul-Sep)",85,20,53,26
1328,"3 (Jul-Sep)",78,20,64,21
3470,"3 (Jul-Sep)",110,26,49,26
1766,"3 (Jul-Sep)",77,30,75,28
2274,"2 (Abr-Jun)",53,23,57,22
1416,"3 (Jul-Sep)",62,25,63,28
882,"2 (Abr-Jun)",63,30,55,24
430,"3 (Jul-Sep)",99,29,69,35
2233,"3 (Jul-Sep)",58,26,50,21
2069,"3 (Jul-Sep)",64,23,59,22
246,"3 (Jul-Sep)",66,19,49,21
846,"3 (Jul-Sep)",109,34,53,26
2809,"2 (Abr-Jun)",68,23,48,22
429,"3 (Jul-Sep)",96,32,63,32
602,"3 (Jul-Sep)",58,22,53,18
347,"3 (Jul-Sep)",68,17,45,17
1421,"3 (Jul-Sep)",131,33,61,25
3302,"3 (Jul-Sep)",90,22,47,20
3493,"3 (Jul-Sep)",85,22,60,23
1052,"3 (Jul-Sep)",80,25,58,29
1763,"3 (Jul-Sep)",39,23,56,21
3488,"2 (Abr-Jun)",108,25,58,24
871,"2 (Abr-Jun)",65,31,51,28
62,"2 (Abr-Jun)",59,25,54,24
1624,"2 (Abr-Jun)",102,27,53,29
1280,"3 (Jul-Sep)",70,20,62,23
1627,"3 (Jul-Sep)",119,30,62,31
3442,"3 (Jul-Sep)",110,28,59,25
852,"3 (Jul-Sep)",108,28,78,27
536,"3 (Jul-Sep)",74,21,55,22
2450,"3 (Jul-Sep)",102,31,63,26
792,"3 (Jul-Sep)",78,22,58,23
1427,"3 (Jul-Sep)",122,28,62,30
3065,"3 (Jul-Sep)",104,33,52,29
1216,"3 (Jul-Sep)",85,23,62,25
1106,"3 (Jul-Sep)",120,32,67,33
2187,"3 (Jul-Sep)",80,27,61,27
339,"3 (Jul-Sep)",80,23,50,25
2179,"3 (Jul-Sep)",92,22,48,23
904,"3 (Jul-Sep)",61,22,45,19
1705,"3 (Jul-Sep)",86,19,60,22
969,"3 (Jul-Sep)",114,26,53,27
2129,"3 (Jul-Sep)",38,10,49,12
1134,"3 (Jul-Sep)",43,26,50,16
685,"3 (Jul-Sep)",70,29,65,27
1279,"3 (Jul-Sep)",55,19,57,18
2080,"3 (Jul-Sep)",63,20,57,20
906,"3 (Jul-Sep)",57,20,48,19
2533,"3 (Jul-Sep)",92,32,72,25
3079,"3 (Jul-Sep)",116,36,78,36
2208,"3 (Jul-Sep)",81,26,53,18
2808,"3 (Jul-Sep)",87,21,56,28
2458,"3 (Jul-Sep)",108,32,64,28
1077,"2 (Abr-Jun)",92,34,63,21
1126,"3 (Jul-Sep)",75,17,58,23
3217,"3 (Jul-Sep)",99,30,68,24
253,"3 (Jul-Sep)",66,23,49,19
322,"3 (Jul-Sep)",65,21,59,18
879,"3 (Jul-Sep)",62,28,56,24
3381,"3 (Jul-Sep)",110,33,64,30
3429,"1 (Ene-Mar)",90,25,69,26
3008,"3 (Jul-Sep)",144,32,75,30
1615,"3 (Jul-Sep)",86,25,56,23
1753,"2 (Abr-Jun)",89,31,77,25
790,"3 (Jul-Sep)",74,20,57,21
2504,"3 (Jul-Sep)",82,24,48,20
1747,"3 (Jul-Sep)",71,16,50,19
737,"3 (Jul-Sep)",44,15,51,16
2822,"3 (Jul-Sep)",121,28,69,29
3438,"3 (Jul-Sep)",100,29,71,28
756,"3 (Jul-Sep)",70,23,54,23
1704,"3 (Jul-Sep)",94,26,66,34
501,"3 (Jul-Sep)",82,28,51,22
1701,"3 (Jul-Sep)",88,26,70,28
3462,"3 (Jul-Sep)",107,32,60,28
2971,"3 (Jul-Sep)",114,34,60,30
1918,"3 (Jul-Sep)",62,17,54,25
1288,"3 (Jul-Sep)",49,18,60,17
3520,"3 (Jul-Sep)",79,22,33,17
156,"3 (Jul-Sep)",82,21,53,26
1261,"3 (Jul-Sep)",70,19,58,22
345,"3 (Jul-Sep)",78,19,55,21
1061,"3 (Jul-Sep)",85,22,53,19
2328,"3 (Jul-Sep)",74,17,52,24
431,"3 (Jul-Sep)",106,32,57,26
2286,"3 (Jul-Sep)",94,20,58,27
320,"3 (Jul-Sep)",80,23,61,23
1703,"3 (Jul-Sep)",72,21,66,25
2281,"3 (Jul-Sep)",93,22,55,28
1758,"3 (Jul-Sep)",92,24,75,25
1760,"3 (Jul-Sep)",61,29,63,23
2534,"3 (Jul-Sep)",92,32,70,27
945,"3 (Jul-Sep)",141,31,46,30
2588,"3 (Jul-Sep)",89,24,51,23
2186,"3 (Jul-Sep)",44,15,40,18
1423,"3 (Jul-Sep)",116,25,57,26
2615,"3 (Jul-Sep)",65,14,56,20
2238,"3 (Jul-Sep)",49,25,55,25
321,"3 (Jul-Sep)",69,21,61,21
1413,"3 (Jul-Sep)",59,28,58,28
1079,"1 (Ene-Mar)",74,32,67,24
2505,"3 (Jul-Sep)",84,25,55,19
2461,"3 (Jul-Sep)",69,30,47,20
2231,"3 (Jul-Sep)",61,23,54,24
2278,"3 (Jul-Sep)",113,24,65,29
1610,"3 (Jul-Sep)",116,27,55,28
1410,"3 (Jul-Sep)",62,28,57,28
2327,"3 (Jul-Sep)",89,20,50,25
679,"3 (Jul-Sep)",70,26,62,23
682,"2 (Abr-Jun)",62,27,63,28
1195,"3 (Jul-Sep)",70,21,54,18
745,"3 (Jul-Sep)",75,22,56,20
1292,"3 (Jul-Sep)",46,15,51,15
3490,"3 (Jul-Sep)",53,22,51,16
2832,"3 (Jul-Sep)",98,20,56,21
555,"3 (Jul-Sep)",71,15,64,22
3408,"3 (Jul-Sep)",110,31,68,24
2332,"3 (Jul-Sep)",63,24,53,21
422,"3 (Jul-Sep)",62,21,55,23
1241,"3 (Jul-Sep)",87,28,69,27
2180,"3 (Jul-Sep)",76,23,54,24
1813,"3 (Jul-Sep)",90,25,63,25
545,"3 (Jul-Sep)",100,28,54,28
3332,"3 (Jul-Sep)",81,21,36,18
1674,"3 (Jul-Sep)",79,20,59,30
608,"3 (Jul-Sep)",64,25,57,20
1291,"3 (Jul-Sep)",67,22,65,23
2207,"3 (Jul-Sep)",89,28,65,25
1803,"3 (Jul-Sep)",88,30,64,27
1618,"3 (Jul-Sep)",81,22,51,19
1492,"3 (Jul-Sep)",61,19,58,21
1327,"3 (Jul-Sep)",39,16,42,15
3434,"3 (Jul-Sep)",98,29,71,31
2530,"3 (Jul-Sep)",63,30,66,23
3074,"3 (Jul-Sep)",90,35,77,35
2189,"3 (Jul-Sep)",67,26,53,23
740,"3 (Jul-Sep)",68,22,59,22
599,"3 (Jul-Sep)",62,23,53,21
329,"3 (Jul-Sep)",69,21,60,19
2968,"3 (Jul-Sep)",105,28,68,24
1411,"3 (Jul-Sep)",54,22,59,29
1258,"3 (Jul-Sep)",84,24,54,26
1164,"3 (Jul-Sep)",102,33,55,28
2219,"3 (Jul-Sep)",143,29,66,30
59,"3 (Jul-Sep)",47,13,49,18
1287,"3 (Jul-Sep)",46,20,59,19
1190,"3 (Jul-Sep)",51,22,54,17
1827,"1 (Ene-Mar)",78,21,60,22
3476,"3 (Jul-Sep)",102,25,58,23
2509,"3 (Jul-Sep)",87,22,54,22
678,"3 (Jul-Sep)",64,26,62,23
1969,"3 (Jul-Sep)",67,20,49,19
3483,"3 (Jul-Sep)",71,21,47,22
880,"3 (Jul-Sep)",64,33,54,26
1124,"3 (Jul-Sep)",92,21,60,25
1919,"3 (Jul-Sep)",71,21,56,25
2510,"3 (Jul-Sep)",88,21,48,21
2444,"3 (Jul-Sep)",105,32,62,24
2294,"4 (Oct-Dic)",86,22,55,28
3460,"3 (Jul-Sep)",103,26,67,29
2812,"3 (Jul-Sep)",61,21,45,20
2098,"3 (Jul-Sep)",63,21,58,16
2197,"3 (Jul-Sep)",111,29,75,33
552,"3 (Jul-Sep)",124,36,64,34
3087,"3 (Jul-Sep)",74,30,75,30
3386,"3 (Jul-Sep)",134,31,76,33
64,"3 (Jul-Sep)",44,21,53,17
2614,"3 (Jul-Sep)",93,25,63,25
2323,"3 (Jul-Sep)",80,21,54,27
1277,"3 (Jul-Sep)",74,21,57,23
3073,"3 (Jul-Sep)",121,34,71,35
1286,"3 (Jul-Sep)",61,19,58,22
1056,"3 (Jul-Sep)",56,22,50,18
1040,"3 (Jul-Sep)",100,21,60,27
2192,"3 (Jul-Sep)",89,29,41,21
2336,"3 (Jul-Sep)",38,15,29,13
1212,"3 (Jul-Sep)",86,21,63,28
1714,"3 (Jul-Sep)",70,23,62,25
1839,"3 (Jul-Sep)",130,32,70,31
872,"3 (Jul-Sep)",64,31,53,24
692,"3 (Jul-Sep)",80,28,62,26
245,"4 (Oct-Dic)",56,19,44,18
965,"3 (Jul-Sep)",104,24,54,27
876,"3 (Jul-Sep)",66,29,49,24
1207,"3 (Jul-Sep)",53,18,45,15
2284,"3 (Jul-Sep)",122,26,63,30
1414,"3 (Jul-Sep)",62,27,69,28
1054,"3 (Jul-Sep)",81,24,52,22
3205,"3 (Jul-Sep)",74,29,67,26
1322,"3 (Jul-Sep)",62,20,65,20
3456,"3 (Jul-Sep)",107,22,54,25
56,"3 (Jul-Sep)",55,23,59,26
24,"3 (Jul-Sep)",47,18,38,19
1621,"3 (Jul-Sep)",129,28,65,29
368,"3 (Jul-Sep)",58,18,52,20
65,"3 (Jul-Sep)",39,16,45,16
1534,"3 (Jul-Sep)",60,16,58,22
414,"3 (Jul-Sep)",72,24,55,26
22,"4 (Oct-Dic)",59,21,49,20
1964,"4 (Oct-Dic)",80,23,56,26
2314,"4 (Oct-Dic)",121,34,76,34
850,"1 (Ene-Mar)",109,33,61,22
977,"4 (Oct-Dic)",110,25,56,26
549,"4 (Oct-Dic)",124,33,56,34
1761,"3 (Jul-Sep)",106,28,77,27
3126,"4 (Oct-Dic)",101,35,65,28
690,"4 (Oct-Dic)",94,30,67,29
972,"4 (Oct-Dic)",100,24,54,24
2191,"3 (Jul-Sep)",81,28,62,19
734,"4 (Oct-Dic)",71,21,58,22
604,"4 (Oct-Dic)",49,21,53,17
2234,"3 (Jul-Sep)",58,23,55,19
1668,"4 (Oct-Dic)",43,18,42,17
1667,"3 (Jul-Sep)",43,17,47,17
1,"4 (Oct-Dic)",61,21,51,21
1784,"4 (Oct-Dic)",74,22,53,19
2335,"3 (Jul-Sep)",47,21,53,22
2196,"3 (Jul-Sep)",86,26,54,25
2195,"3 (Jul-Sep)",111,29,76,32
327,"4 (Oct-Dic)",68,21,61,19
3295,"3 (Jul-Sep)",88,29,57,25
1713,"4 (Oct-Dic)",61,23,66,26
2503,"4 (Oct-Dic)",81,19,49,18
1529,"3 (Jul-Sep)",40,16,47,15
1672,"4 (Oct-Dic)",70,21,58,28
2448,"4 (Oct-Dic)",121,32,65,29
845,"3 (Jul-Sep)",109,26,68,22
696,"4 (Oct-Dic)",58,26,62,21
1869,"4 (Oct-Dic)",71,20,57,23
736,"4 (Oct-Dic)",51,18,52,21
252,"4 (Oct-Dic)",63,22,47,19
1407,"3 (Jul-Sep)",71,26,65,29
3283,"3 (Jul-Sep)",145,27,65,31
420,"4 (Oct-Dic)",111,33,64,30
2184,"4 (Oct-Dic)",62,18,51,18
1198,"3 (Jul-Sep)",89,31,55,24
3085,"4 (Oct-Dic)",95,34,76,30
157,"3 (Jul-Sep)",82,20,54,25
3413,"3 (Jul-Sep)",53,21,54,18
3083,"4 (Oct-Dic)",93,35,77,35
419,"4 (Oct-Dic)",114,32,67,32
3485,"3 (Jul-Sep)",89,25,57,22
2190,"4 (Oct-Dic)",70,24,57,24
1294,"4 (Oct-Dic)",54,13,54,19
2193,"4 (Oct-Dic)",39,11,42,15
2500,"4 (Oct-Dic)",79,19,50,21
750,"4 (Oct-Dic)",67,22,59,22
1988,"4 (Oct-Dic)",81,13,50,16
